Species,NCBI Taxon ID,Order,Family,Genus,CE_clathrin,CE_receptor,CE_glycoproteins,other,finished
Passerine astrovirus 1,2576226,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Passerine astrovirus 2,2576227,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Passerine astrovirus 3,2576228,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Passerine astrovirus 4,2576229,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
European roller astrovirus,2565896,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Puffin papillomavirus 1,2562557,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Duck papillomavirus 3,2562546,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Gull papillomavirus 1,2562547,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Kittiwake papillomavirus 2,2562551,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Gull papillomavirus 2,2562548,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Gull papillomavirus 3,2562549,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Kittiwake papillomavirus 1,2562550,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Kittiwake papillomavirus 3,2562552,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Kittiwake papillomavirus 4,2562553,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Kittiwake papillomavirus 5,2562554,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Kittiwake papillomavirus 6,2562555,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Kittiwake papillomavirus 7,2562556,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
Chicken circovirus SDWF,2518641,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Blue tit circovirus,2495901,Cirlivirales,Circoviridae,Circovirus,1.0,0.0,0.0,0.0,1.0
Kammavanpettai virus,2282480,Reovirales,Sedoreoviridae,Orbivirus,1.0,0.0,0.0,0.0,1.0
Bubo bubo herpesvirus,2489502,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Avihepatovirus sp.,2212748,Picornavirales,Picornaviridae,Avihepatovirus,0.0,1.0,0.0,0.0,1.0
Avocet calicivirus,2212749,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Avocet megrivirus,2212751,Picornavirales,Picornaviridae,Megrivirus,0.0,1.0,0.0,0.0,1.0
Avocet picornavirus,2212755,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Avocet picornavirus B,2212790,Durnavirales,Picobirnaviridae,,0.0,1.0,0.0,0.0,1.0
Duck calicivirus,2212758,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Duck rhabdovirus,2212761,Mononegavirales,Rhabdoviridae,,0.0,0.0,1.0,0.0,1.0
Ruddy turnstone calicivirus A,2212768,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Ruddy turnstone calicivirus B,2212769,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Ruddy turnstone rotavirus,2212774,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,0.0,1.0
Shelduck calicivirus,2212776,Picornavirales,Caliciviridae,,0.0,1.0,0.0,0.0,1.0
Shelduck picobirnavirus I,2212779,Durnavirales,Picobirnaviridae,,0.0,1.0,0.0,0.0,1.0
Shelduck picobirnavirus II,2212780,Durnavirales,Picobirnaviridae,,0.0,1.0,0.0,0.0,1.0
Shelduck picobirnavirus III,2212781,Durnavirales,Picobirnaviridae,,0.0,1.0,0.0,0.0,1.0
Shelduck rhabdovirus,2212784,Mononegavirales,Rhabdoviridae,,0.0,0.0,1.0,0.0,1.0
Etapapillomavirus 1,197771,Zurhausenvirales,Papillomaviridae,Etapapillomavirus,0.0,0.0,1.0,0.0,1.0
Dalvirus anatis,2844056,,Kolmioviridae,Dalvirus,0.0,1.0,0.0,0.0,1.0
Avipoxvirus clade C,2320697,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Hapavirus flanders,1972612,Mononegavirales,Rhabdoviridae,Hapavirus,0.0,1.0,0.0,0.0,1.0
Balagodu virus,2304618,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0.0,1.0,0.0,0.0,1.0
Eagle poxvirus,2304054,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Quail deltacoronavirus,2249315,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Chicken chapparvovirus 1,2109366,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Enterovirus F,1330520,Picornavirales,Picornaviridae,Enterovirus,0.0,1.0,0.0,0.0,1.0
Venezuelan equine encephalitis virus,11036,Martellivirales,Togaviridae,Alphavirus,1.0,0.0,0.0,0.0,1.0
Hepatitis E virus,291484,Hepelivirales,Hepeviridae,,1.0,0.0,0.0,0.0,1.0
Duck parvovirus NM100,1941434,Piccovirales,Parvoviridae,,1.0,0.0,0.0,0.0,1.0
Sparrow deltacoronavirus,2219863,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Gyrovirus 10,2218660,,Anelloviridae,Gyrovirus,0.0,1.0,0.0,0.0,1.0
Alphachrysovirus shuangaoense,2560765,Ghabrivirales,Chrysoviridae,Alphachrysovirus,0.0,1.0,0.0,0.0,1.0
Culex negev-like virus 3,2010275,,,,,,,,
RNA virus sp.,2217650,,,,,,,,
Justusliebigvirus phi92,2956041,,,Justusliebigvirus,,,,,
Griffon vulture papillomavirus,2219104,Zurhausenvirales,Papillomaviridae,Etapapillomavirus,0.0,0.0,1.0,0.0,1.0
Antarctic picorna-like virus,2184269,Picornavirales,,,0.0,1.0,0.0,0.0,1.0
Falcon coronavirus UAE-HKU27,2078576,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Houbara coronavirus UAE-HKU28,2078577,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Pigeon coronavirus UAE-HKU29,2078583,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Quail coronavirus UAE-HKU30,2078581,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Strigid herpesvirus 1,2171489,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Pigeon adenovirus FJ2017,2162686,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Chicken gallivirus 1,1534550,Picornavirales,Picornaviridae,Gallivirus,0.0,1.0,0.0,0.0,1.0
Phacovirus sp.,2108520,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
unclassified avian avulavirus strain musk lorikeet/Melbourne/ML22-141263/2014,2115844,Mononegavirales,Paramyxoviridae,,0.0,0.0,1.0,0.0,1.0
Cacatuid alphaherpesvirus 1,2115842,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Podargid alphaherpesvirus 1,2115843,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Circoviridae TaCV1,2094724,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Circoviridae TaCV2,2094725,Cirlivirales,Circoviridae,,0.0,1.0,0.0,0.0,1.0
Orthobunyavirus gamboaense,3052393,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0.0,1.0,0.0,0.0,1.0
Neotropic cormorant aviadenovirus,2086357,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Neotropic cormorant herpesvirus,2086349,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Avisivirus AVE052/AsV,2080834,Picornavirales,Picornaviridae,Avisivirus,0.0,1.0,0.0,0.0,1.0
Crahelivirus A,2734526,Picornavirales,Picornaviridae,Crahelivirus,0.0,1.0,0.0,0.0,1.0
Chaphamaparvovirus gruiform1,3059865,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Chaphamaparvovirus gruiform2,3059866,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Chaphamaparvovirus gruiform3,3059867,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Chaphamaparvovirus gruiform4,3059868,Piccovirales,Parvoviridae,Chaphamaparvovirus,1.0,0.0,0.0,0.0,1.0
Rynchops niger coronavirus,1934038,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Anser cygnoides coronavirus,1934040,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
unidentified adenovirus,10535,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Salmonella phage SP1a,2109652,,Demerecviridae,Tequintavirus,0.0,0.0,0.0,1.0,1.0
Parechovirus E,2734546,Picornavirales,Picornaviridae,Parechovirus,0.0,1.0,0.0,0.0,1.0
Kestrel picornavirus,1964371,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avipoxvirus 2017,2019388,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus 3864,2019389,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Lambdatorquevirus phoci5,3052274,,Anelloviridae,Lambdatorquevirus,0.0,1.0,0.0,0.0,1.0
Chicken picornavirus UCC13,1839669,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Western equine encephalitis virus,11039,Martellivirales,Togaviridae,Alphavirus,1.0,0.0,0.0,0.0,1.0
Avastrovirus 1,1239437,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Orthonairovirus bushkeyense,3052510,Bunyavirales,Nairoviridae,Orthonairovirus,0.0,0.0,1.0,0.0,1.0
Chicken proventriculitis virus,1566005,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Turkey aviadenovirus 2,878330,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Orthoflavivirus powassanense,3048287,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Dnistrovskyi 408 orbivirus,1930308,Reovirales,Sedoreoviridae,Orbivirus,1.0,0.0,0.0,0.0,1.0
Pigeon adenovirus 2a,1924072,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Jingmen toti-like virus 1,1923352,,,,,,,,
Jingmen birna-like virus,1923347,,,,,,,,
Jingmen picobirna-like virus 1,1923349,,,,,,,,
Jingmen bunya-like virus 1,1923348,,,,,,,,
Jingmen ascaridia virus 1,1923346,,,,,,,,
Avihepevirus egretti,2955389,Hepelivirales,Hepeviridae,Avihepevirus,1.0,0.0,0.0,0.0,1.0
Spheniscus humboldti poxvirus,1884826,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Pigeon adenovirus 2b,1891777,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Pigeon adenovirus 3,1891778,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Pigeon adenovirus 4,1891779,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Pigeon adenovirus 5,1891780,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Parechovirus B,1803957,Picornavirales,Picornaviridae,Parechovirus,0.0,1.0,0.0,0.0,1.0
Human mastadenovirus F,130309,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Penguin herpesvirus 1,1615847,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Poecivirus RBNH-12,1871151,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Poecivirus RBNH-929,1871152,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Poecivirus NOCR-848,1871150,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Poecivirus NOCR-674,1871149,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Duck papillomavirus,1867231,Zurhausenvirales,Papillomaviridae,,0.0,1.0,0.0,0.0,1.0
unidentified Avipoxvirus,1856564,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Gemycircularvirus furse1,2844444,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
Avipoxvirus large-billed crow/Asahikawa/Hokkaido/JPN/2008,1656227,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Penguin herpesvirus 2,1770252,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Chicken picornavirus,1819751,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Turkey picornavirus,1819752,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Phlebovirus arumowotense,2734439,Bunyavirales,Phenuiviridae,Phlebovirus,0.0,0.0,1.0,0.0,1.0
Cape sugarbird pox virus,1692171,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus flamingo/PT-29021/Portugal/2010,1006326,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus chicken/PT-30327/Portugal/2013,1608258,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Goose-dominant Coronavirus,1649335,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Thalassarchid herpesvirus 1,1770233,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Anativirus B,2734519,Picornavirales,Picornaviridae,Anativirus,0.0,1.0,0.0,0.0,1.0
Phacovirus BY/PhV,1766560,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Phacovirus GT/PhV,1766563,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Phacovirus TR/PhV,1766566,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Phacovirus NG/PhV,1766564,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Phacovirus VG/PhV,1766567,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Phacovirus CAB/PhV,1766561,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Phacovirus DM/PhV,1766562,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Avipoxvirus Betim 1,1756707,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Astrovirus black-naped monarch/Cambodia/2010,1752874,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Bald eagle poxvirus,1740857,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Aviadenovirus KLC-2015,1652541,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,1.0
Protoparvovirus Udayana_MDPVA,1711931,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Protoparvovirus Udayana_MDPVB,1711932,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Akhtuba virus,1539747,Bunyavirales,Peribunyaviridae,,0.0,1.0,0.0,0.0,1.0
Avian coronavirus 9203,2734509,Nidovirales,Coronaviridae,Gammacoronavirus,0.0,0.0,1.0,0.0,1.0
Betacoronavirus 1,694003,Nidovirales,Coronaviridae,Betacoronavirus,0.0,0.0,1.0,0.0,1.0
Deltacoronavirus B07,1697925,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Deltacoronavirus B04,1697926,Nidovirales,Coronaviridae,Deltacoronavirus,0.0,0.0,1.0,0.0,1.0
Picobirnavirus HK-2014,1566334,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Astrovirus HK-2014,1566335,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Protoparvovirus HK-2014,1566336,Piccovirales,Parvoviridae,Protoparvovirus,1.0,0.0,0.0,0.0,1.0
Chicken picornavirus HK-2014,1566337,Picornavirales,Picornaviridae,,0.0,1.0,0.0,0.0,1.0
Astrovirus Er/BMTK529/HUN/2011,1671381,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Phoenicopterid herpesvirus 1,1643444,Herpesvirales,Orthoherpesviridae,Iltovirus,0.0,0.0,1.0,0.0,1.0
Lyssavirus rabies,11292,Mononegavirales,Rhabdoviridae,Lyssavirus,0.0,0.0,1.0,0.0,1.0
Sulid herpesvirus 1,1638619,Herpesvirales,Orthoherpesviridae,,0.0,0.0,1.0,0.0,1.0
Orthoflavivirus israelense,3048154,Amarillovirales,Flaviviridae,Orthoflavivirus,1.0,0.0,0.0,0.0,1.0
Neoavian orthoreovirus,2734342,Reovirales,Spinareoviridae,Orthoreovirus,1.0,0.0,0.0,0.0,1.0
Astrovirus Pygoscelis/DT/2012,1586002,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
Avipoxvirus MZ-2014,1569592,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Gallid herpesvirus,39566,Herpesvirales,,,0.0,0.0,1.0,0.0,1.0
Aichivirus A,72149,Picornavirales,Picornaviridae,Kobuvirus,0.0,1.0,0.0,0.0,1.0
Avipoxvirus 31239,1333866,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Sevilla,1511774,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Chinstrap penguin adenovirus 1,1434087,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Chinstrap penguin adenovirus 3,1434089,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Chinstrap penguin adenovirus 4,1434090,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Chinstrap penguin adenovirus 5,1434091,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Chinstrap penguin adenovirus 6,1434092,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Chinstrap penguin adenovirus 7,1434093,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Chinstrap penguin adenovirus 8,1434094,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,1.0
Picobirnavirus GI/PBV/turkey/USA/MN-1/2011,1497566,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Avipoxvirus XL,1496299,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus DX,1496300,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus TD,1496301,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Turkey picobirnavirus,1494923,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
shorebird astrovirus,1344564,Stellavirales,Astroviridae,,0.0,1.0,0.0,0.0,1.0
shorebird coronavirus,1344565,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Baku virus,1484571,Reovirales,Sedoreoviridae,Orbivirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus OKr-2014,1465725,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Eurasian oystercatcher coronavirus,1446361,Nidovirales,Coronaviridae,,0.0,0.0,1.0,0.0,1.0
Avian retrovirus,11955,Ortervirales,Retroviridae,Alpharetrovirus,0.0,1.0,0.0,0.0,1.0
Avian picobirnavirus GI,1382266,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Aveparvovirus columbid1,3051982,Piccovirales,Parvoviridae,Aveparvovirus,1.0,0.0,0.0,0.0,1.0
Duck infectious anemia virus,1400257,Ortervirales,Retroviridae,Gammaretrovirus,0.0,0.0,1.0,0.0,1.0
Picobirnavirus turkey/USA-1507/2010,1353791,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Picobirnavirus turkey/USA-1512/2010,1353792,Durnavirales,Picobirnaviridae,Picobirnavirus,0.0,1.0,0.0,0.0,1.0
Gemycircularvirus blabi1,2844422,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
Faeces associated gemycircularvirus 1,1593423,Geplafuvirales,Genomoviridae,Gemycircularvirus,0.0,1.0,0.0,0.0,1.0
Avipoxvirus PGPV11K_FP1,1367520,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPV11K_FP2,1367521,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPV11K_Pi5,1367523,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPV10K_LD1,1367517,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPV11K_LD2,1367522,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPVO_Pi1,1367525,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPVO_Pi2,1367526,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPVO_Pi4,1367527,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPV10K_RP1,1367518,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPV93K_RP2,1367524,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PGPV10K_SP1,1367519,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus FGPV_KD09.ZAF,1367515,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus PEPV_San92,1367516,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Cyclovirus nhanloai,3047966,Cirlivirales,Circoviridae,Cyclovirus,1.0,0.0,0.0,0.0,1.0
Avipoxvirus Gav01/Lima/2011,1337067,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avastrovirus guineafowl/ITA/2010/Bari-ELVA,1176481,Stellavirales,Astroviridae,Avastrovirus,0.0,1.0,0.0,0.0,1.0
Brazilian penguinpox virus,1291378,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate United Kingdom,1294115,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Hungary,1294100,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Nevada,1294108,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Hawaii,462818,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Chile,1294095,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Georgia,1294099,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate South Korea,1294112,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Spain,1294113,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Antarctica,1294090,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Alaska,1294089,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Washington,1294117,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Midway Islands,1294104,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Argentina,1294091,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Wisconsin,1294119,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Texas,1294114,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate New York,1294109,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Illinois,1294101,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate California,1294094,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Florida,1294097,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Minnesota,1294105,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Utah,1294116,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Oregon,1294110,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Washington DC,1294118,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Massachusetts,1294103,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Colorado,1294096,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate the Netherlands,1294120,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Maryland,1294102,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Pennsylvania,1294111,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Belgium,1294093,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Mississippi,1294106,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus isolate Montana,1294107,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus VIC-02,1281442,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
Avipoxvirus VIC-08,1281441,Chitovirales,Poxviridae,Avipoxvirus,0.0,0.0,1.0,0.0,1.0
