,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
1632,Mute swan feces associated partitiviridae E,Cygnus olor,1,1,0,0
1633,Mute swan feces associated partitiviridae F,Cygnus olor,1,1,0,0
1634,Mute swan feces associated partitiviridae G,Cygnus olor,1,1,0,0
1635,Mute swan feces associated partitiviridae H,Cygnus olor,1,1,0,0
1636,Mute swan feces associated partitiviridae I,Cygnus olor,1,1,0,0
1637,Mute swan feces associated partitiviridae J,Cygnus olor,1,1,0,0
1638,Mute swan feces associated partitiviridae K,Cygnus olor,1,1,0,0
1639,Mute swan feces associated partitiviridae L,Cygnus olor,1,1,0,0
1640,Mute swan feces associated partitiviridae M,Cygnus olor,1,1,0,0
1641,Mute swan feces associated partitiviridae N,Cygnus olor,1,1,0,0
1642,Mute swan feces associated partitiviridae O,Cygnus olor,1,1,0,0
1643,Mute swan feces associated partitiviridae 1,Cygnus olor,1,1,0,0
1644,Mute swan feces associated picobirnavirus A,Cygnus olor,1,1,0,0
1645,Mute swan feces associated picobirnavirus B,Cygnus olor,1,1,0,0
1646,Mute swan feces associated picobirnavirus 1,Cygnus olor,1,1,0,0
1647,Mute swan feces associated picobirnavirus 2,Cygnus olor,1,1,0,0
1648,Mute swan feces associated picobirnavirus 3,Cygnus olor,1,1,0,0
1649,Mute swan feces associated picorna-like virus 1,Cygnus olor,1,1,0,0
1650,Mute swan feces associated picorna-like virus 2,Cygnus olor,1,1,0,0
1651,Mute swan feces associated picorna-like virus 3,Cygnus olor,1,1,0,0
1652,Mute swan feces associated picorna-like virus 4,Cygnus olor,1,1,0,0
1653,Mute swan feces associated picorna-like virus 5,Cygnus olor,1,1,0,0
1654,Mute swan feces associated picorna-like virus 6,Cygnus olor,1,1,0,0
1655,Mute swan feces associated picorna-like virus 7,Cygnus olor,1,1,0,0
1656,Mute swan feces associated picorna-like virus 8,Cygnus olor,1,1,0,0
1657,Mute swan feces associated picorna-like virus 9,Cygnus olor,1,1,0,0
1658,Mute swan feces associated picorna-like virus 10,Cygnus olor,1,1,0,0
1659,Mute swan feces associated picorna-like virus 11,Cygnus olor,1,1,0,0
1660,Mute swan feces associated picorna-like virus 12,Cygnus olor,1,1,0,0
1661,Mute swan feces associated picorna-like virus 13,Cygnus olor,1,1,0,0
1662,Mute swan feces associated picorna-like virus 14,Cygnus olor,1,1,0,0
1663,Mute swan feces associated picorna-like virus 15,Cygnus olor,1,1,0,0
1664,Mute swan feces associated picorna-like virus 16,Cygnus olor,1,1,0,0
1665,Mute swan feces associated picorna-like virus 17,Cygnus olor,1,1,0,0
1666,Mute swan feces associated picorna-like virus 18,Cygnus olor,1,1,0,0
1667,Mute swan feces associated picorna-like virus 19,Cygnus olor,1,1,0,0
1668,Mute swan feces associated picorna-like virus 20,Cygnus olor,2,2,0,0
1669,Mute swan feces associated picorna-like virus 21,Cygnus olor,1,1,0,0
1670,Mute swan feces associated picorna-like virus 22,Cygnus olor,1,1,0,0
1671,Mute swan feces associated picorna-like virus 23,Cygnus olor,1,1,0,0
1672,Mute swan feces associated picorna-like virus 24,Cygnus olor,1,1,0,0
1673,Mute swan feces associated picorna-like virus 25,Cygnus olor,1,1,0,0
1674,Mute swan feces associated picorna-like virus 26,Cygnus olor,4,4,0,0
1675,Mute swan feces associated picorna-like virus 27,Cygnus olor,1,1,0,0
1676,Mute swan feces associated picorna-like virus 28,Cygnus olor,1,1,0,0
1677,Mute swan feces associated picorna-like virus 29,Cygnus olor,1,1,0,0
1678,Mute swan feces associated sapelovirus 1,Cygnus olor,2,2,0,0
1679,Mute swan feces associated sapelovirus 2,Cygnus olor,2,2,0,0
1680,Mute swan feces associated sapelovirus 3,Cygnus olor,2,2,0,0
1681,Mute swan feces associated toti-like virus 1,Cygnus olor,3,3,0,0
1682,Mute swan feces associated toti-like virus 2,Cygnus olor,1,1,0,0
1683,Mute swan feces associated toti-like virus 3,Cygnus olor,3,3,0,0
1684,Alphainfluenzavirus influenzae,Anser canagicus,417,417,0,0
1685,Alphainfluenzavirus influenzae,Larus glaucescens,1528,1528,0,0
1686,Phasianus chaphamaparvovirus,Phasianus colchicus,1,1,0,0
1687,Orthoavulavirus javaense,Spatula discors,62,62,0,0
1688,Orthoavulavirus javaense,Arenaria interpres,24,24,0,0
1689,Paraavulavirus hongkongense,Spatula discors,1,1,0,0
1690,Metaavulavirus hongkongense,Spatula discors,5,5,0,1
1691,Orthoavulavirus sp.,Arenaria interpres,2,2,0,0
1692,Metaavulavirus sp.,Anas platyrhynchos,4,4,0,0
1693,Metaavulavirus sp.,Spatula discors,1,1,0,0
1694,Metaavulavirus sp.,Arenaria interpres,5,5,0,0
1695,Riboviria sp.,Prunella montanella,7,7,0,0
1696,Riboviria sp.,Phylloscopus fuscatus,11,11,0,0
1697,Riboviria sp.,Phylloscopus coronatus,8,8,0,0
1698,Riboviria sp.,Turdus hortulorum,6,6,0,0
1699,Riboviria sp.,Larvivora sibilans,19,19,0,0
1700,Picornavirales sp.,Passer montanus,1,1,0,0
1701,Riboviria sp.,Saxicola torquatus,3,3,0,0
1702,Picornavirales sp.,Phoenicopterus roseus,2,2,0,0
1703,Riboviria sp.,Phylloscopus inornatus,37,37,0,0
1704,Riboviria sp.,Phylloscopus,23,23,0,0
1705,Riboviria sp.,Emberiza elegans,11,11,0,0
1706,Gyrovirus 3,Gallus gallus,3,3,0,2
1707,Alphainfluenzavirus influenzae,Struthio camelus,355,355,0,1
1708,Torque teno virus,Columbidae,12,12,0,9
1709,Finchpox virus,Haemorhous mexicanus,3,3,0,0
1710,Orthoavulavirus javaense,Spilopelia chinensis,12,12,0,6
1711,Finch poxvirus,Haemorhous mexicanus,2,2,0,2
1712,Orthoflavivirus bagazaense,Lophophorus impejanus,5,5,0,1
1713,Albatrosspox virus,Diomedea sanfordi,2,2,0,2
1714,Metapneumovirus avis,Mareca penelope,3,3,0,0
1715,Duck adenovirus 4,Cairina moschata,2,2,0,0
1716,Avipoxvirus sp.,Pavo cristatus,2,2,0,0
1717,Dependoparvovirus sp.,Gallus gallus,4,4,0,0
1718,Orthoreovirus sp.,Gallus gallus,61,61,0,0
1719,Rotavirus sp.,Gallus gallus,26,26,0,0
1720,Anativirus sp.,Gallus gallus,27,27,0,0
1721,Avastrovirus sp.,Gallus gallus,18,18,0,0
1722,Aveparvovirus sp.,Gallus gallus,13,13,0,0
1723,Caliciviridae sp.,Gallus gallus,5,5,0,0
1724,Gallivirus sp.,Gallus gallus,5,5,0,0
1725,Huchismacovirus sp.,Gallus gallus,7,7,0,7
1726,Sicinivirus sp.,Gallus gallus,57,57,0,9
1727,Megrivirus sp.,Gallus gallus,27,27,0,0
1728,Alphainfluenzavirus influenzae,Anser cygnoides,48,48,0,8
1729,Orthoavulavirus javaense,Anseriformes,22,22,0,15
1730,Orthoavulavirus javaense,Charadriiformes,4,4,0,3
1731,Paraavulavirus hongkongense,Anseriformes,25,25,0,25
1732,Metaavulavirus hongkongense,Anseriformes,8,8,0,8
1733,Orthoavulavirus italiense,Anseriformes,2,2,0,2
1734,Orthoavulavirus koreaense,Anseriformes,2,2,0,2
1735,Metaavulavirus taiwanense,Columbidae,3,3,0,3
1736,Orthoavulavirus javaense,Ardea alba,2,2,0,1
1737,Strix uralensis herpesvirus,Strix uralensis,20,20,0,0
1738,Aquila chrysaetos herpesvirus,Aquila chrysaetos,1,1,0,0
1739,Falco tinnunculus herpesvirus,Falco tinnunculus,2,2,0,0
1740,Asio otus herpesvirus,Asio otus,6,6,0,0
1741,Strix aluco herpesvirus,Strix aluco,1,1,0,0
1742,Larus argentatus herpesvirus,Larus argentatus,1,1,0,0
1743,Corvus cornix herpesvirus,Corvus cornix,3,3,0,0
1744,Corvus monedula herpesvirus,Coloeus monedula,1,1,0,0
1745,Chloris chloris herpesvirus,Chloris chloris,1,1,0,0
1746,Passer domesticus herpesvirus,Passer domesticus,1,1,0,0
1747,Turdus merula herpesvirus,Turdus merula,2,2,0,0
1748,Columba palumbus herpesvirus,Columba palumbus,1,1,0,0
1749,Alphainfluenzavirus influenzae,Struthioniformes,1,1,0,0
1750,Alphainfluenzavirus influenzae,Anseriformes,1227,1227,0,0
1751,Pheasant-associated gyrovirus,Phasianus colchicus,1,1,0,1
1752,Little bittern circovirus,Ixobrychus minutus,1,1,0,1
1753,European bee-eater circovirus,Merops apiaster,1,1,0,1
1754,Alphainfluenzavirus influenzae,Chroicocephalus novaehollandiae,16,16,0,0
1755,Alphainfluenzavirus influenzae,Tadorna tadornoides,41,41,0,0
1756,Alphainfluenzavirus influenzae,Malacorhynchus membranaceus,21,21,0,0
1757,Alphainfluenzavirus influenzae,Dendrocygna eytoni,8,8,0,0
1758,Siadenovirus sp.,Gubernatrix cristata,1,1,0,0
1759,Avian orthoreovirus,Myrmotherula longipennis,1,1,0,0
1760,Avian picobirnavirus,Guira guira,2,2,0,0
1761,Psittacine chaphamaparvovirus 2,Ninox boobook,1,1,0,1
1762,Falcon aviadenovirus A,Falco sparverius,1,1,0,1
1763,Morbillivirus canis,Coturnix japonica,2,2,0,0
1764,Ciconiid herpesvirus 1,Ciconia boyciana,1,1,0,0
1765,Tern atadenovirus 1,Sterna hirundo,1,1,0,1
1766,Reticuloendotheliosis virus,Meleagris gallopavo intermedia,17,17,0,0
1767,Lymphoproliferative disease virus,Meleagris gallopavo intermedia,10,10,0,0
1768,Metaavulavirus hongkongense,Mareca strepera,4,4,0,4
1769,Metaavulavirus hongkongense,Anas zonorhyncha,1,1,0,1
1770,Metaavulavirus hongkongense,Mareca penelope,1,1,0,1
1771,Orthoavulavirus javaense,Aythya ferina,2,2,0,1
1772,Gammapolyomavirus anseris,Anser sp.,1,1,0,1
1773,Orthoavulavirus javaense,Spatula clypeata,4,4,0,2
1774,Orthoavulavirus javaense,Larus schistisagus,5,5,0,1
1775,Orthoavulavirus javaense,Spatula querquedula,3,3,0,2
1776,Orthoavulavirus javaense,Fulica atra,2,2,0,2
1777,Orthoavulavirus javaense,Hydrocoloeus minutus,1,1,0,1
1778,Fowl aviadenovirus C,Gallus,10,10,0,2
1779,Fowlpox virus,Meleagris gallopavo intermedia,1,1,0,0
1780,Reticuloendotheliosis virus,Tympanuchus cupido attwateri,6,6,0,0
1781,Duck aviadenovirus B,Tadorna,1,1,0,1
1782,Alphainfluenzavirus influenzae,Larus crassirostris,40,40,0,16
1783,Alphainfluenzavirus influenzae,Fulica atra,94,94,0,2
1784,Alphainfluenzavirus influenzae,Larus fuscus,139,139,0,0
1785,Orthoflavivirus nilense,Anser,7,7,0,0
1786,Mardivirus anatidalpha1,Cairina moschata,1,1,0,0
1787,Orthoavulavirus javaense,Anser albifrons,7,7,0,1
1788,Orthoavulavirus javaense,Ichthyaetus melanocephalus,1,1,0,0
1789,Orthoavulavirus javaense,Corvus,1,1,0,0
1790,Orthoavulavirus javaense,Falco rusticolus,1,1,0,0
1791,Alphainfluenzavirus influenzae,Calidris minutilla,92,92,0,0
1792,Avihepevirus magniiecur,Anas platyrhynchos,2,2,0,0
1793,Avihepevirus magniiecur,Anser sp.,1,1,0,0
1794,Goose astrovirus,Anser sp.,9,9,0,4
1795,Owl adenovirus,Bubo bengalensis,1,1,0,1
1796,Riboviria sp.,Ficedula zanthopygia,2,2,0,0
1797,Picornavirales sp.,Emberiza elegans,6,6,0,0
1798,Riboviria sp.,Fringilla montifringilla,5,5,0,0
1799,Riboviria sp.,Periparus ater,6,6,0,0
1800,Picornavirales sp.,Grus japonensis,1,1,0,0
1801,Riboviria sp.,Grus japonensis,7,7,0,0
1802,Riboviria sp.,Phoenicurus auroreus,9,9,0,0
1803,Riboviria sp.,Turdus naumanni,6,6,0,0
1804,Riboviria sp.,Syrmaticus ellioti,1,1,0,0
1805,Riboviria sp.,Phoenicopteridae,2,2,0,0
1806,Riboviria sp.,Ficedula parva,17,17,0,0
1807,Picornavirales sp.,Ficedula parva,4,4,0,0
1808,Picornavirales sp.,Turdus hortulorum,3,3,0,0
1809,Ghabrivirales sp.,Garrulus glandarius,1,1,0,0
1810,Riboviria sp.,Garrulus glandarius,1,1,0,0
1811,Riboviria sp.,Jynx torquilla,3,3,0,0
1812,Riboviria sp.,Aegithalos caudatus,21,21,0,0
1813,Riboviria sp.,Motacilla cinerea,13,13,0,0
1814,Partitiviridae sp.,Motacilla cinerea,2,2,0,0
1815,Durnavirales sp.,Motacilla cinerea,1,1,0,0
1816,Picornavirales sp.,Motacilla cinerea,2,2,0,0
1817,Picornavirales sp.,Phylloscopus inornatus,5,5,0,0
1818,Picornavirales sp.,Phylloscopus,3,3,0,0
1819,Riboviria sp.,Chrysolophus amherstiae,1,1,0,0
1820,Picornavirales sp.,Phylloscopus schwarzi,3,3,0,0
1821,Riboviria sp.,Phylloscopus schwarzi,10,10,0,0
1822,Picornavirales sp.,Dendrocopos leucotos,3,3,0,0
1823,Riboviria sp.,Dendrocopos leucotos,12,12,0,0
1824,Riboviria sp.,Dryobates minor,1,1,0,0
1825,Partitiviridae sp.,Dryobates minor,1,1,0,0
1826,Durnavirales sp.,Dryobates minor,1,1,0,0
1827,Riboviria sp.,Emberiza chrysophrys,5,5,0,0
1828,Picornavirales sp.,Aegithalos caudatus,10,10,0,0
1829,Riboviria sp.,Ficedula mugimaki,7,7,0,0
1830,Riboviria sp.,Sitta europaea,7,7,0,0
1831,Riboviria sp.,Phylloscopus proregulus,19,19,0,0
1832,Picornavirales sp.,Phylloscopus proregulus,4,4,0,0
1833,Riboviria sp.,Psittacidae,1,1,0,0
1834,Riboviria sp.,Loxia curvirostra,3,3,0,0
1835,Riboviria sp.,Tarsiger cyanurus,43,43,0,0
1836,Partitiviridae sp.,Tarsiger cyanurus,2,2,0,0
1837,Picornavirales sp.,Tarsiger cyanurus,14,14,0,0
1838,Riboviria sp.,Emberiza spodocephala,4,4,0,0
1839,Riboviria sp.,Arundinax aedon,2,2,0,0
1840,Picornavirales sp.,Carpodacus roseus,1,1,0,0
1841,Picornavirales sp.,Larvivora sibilans,3,3,0,0
1842,Riboviria sp.,Larvivora cyane,2,2,0,0
1843,Picornavirales sp.,Calliope calliope,1,1,0,0
1844,Riboviria sp.,Calliope calliope,1,1,0,0
1845,Picornavirales sp.,Spinus spinus,1,1,0,0
1846,Riboviria sp.,Passer montanus,3,3,0,0
1847,Picornavirales sp.,Saxicola torquatus,2,2,0,0
1848,Riboviria sp.,Phoenicopterus roseus,9,9,0,0
1849,Riboviria sp.,Cecropis daurica,7,7,0,0
1850,Riboviria sp.,Cygnus columbianus,2,2,0,0
1851,Riboviria sp.,Turdus pallidus,4,4,0,0
1852,Riboviria sp.,Poecile palustris,6,6,0,0
1853,Riboviria sp.,Parus major,1,1,0,0
1854,Riboviria sp.,Ramphastos,1,1,0,0
1855,Riboviria sp.,Emberiza tristrami,5,5,0,0
1856,Riboviria sp.,Motacilla,3,3,0,0
1857,Pigeon-dominant Coronavirus,Columbidae,212,212,0,0
1858,Pigeon-dominant Coronavirus,Gallus gallus,10,10,0,0
1859,Orthobornavirus avisaquaticae,Cygnus,6,6,0,0
1860,Orthobornavirus avisaquaticae,Cygnus olor,17,17,0,1
1861,Orthobornavirus avisaquaticae,Cygnus cygnus,1,1,0,0
1862,Orthoflavivirus tembusu,Anser anser domesticus,1,1,0,1
1863,Orthoflavivirus nilense,Larus crassirostris,2,2,0,2
1864,Orthoflavivirus usutuense,Bubo scandiacus,2,2,0,2
1865,Orthoflavivirus usutuense,Mergus squamatus,1,1,0,1
1866,Orthoflavivirus usutuense,Larus crassirostris,2,2,0,2
1867,Hedwig virus,Bubo scandiacus,3,3,0,0
1868,Umatilla virus,Cyanistes caeruleus,10,10,0,0
1869,Umatilla virus,Parus major,10,10,0,0
1870,Umatilla virus,Turdus merula,10,10,0,0
1871,Poicephalus senegalus papillomavirus,Poicephalus senegalus,1,1,0,0
1872,cormorant polyomavirus 1,Phalacrocorax carbo,1,1,0,1
1873,Avipoxvirus sp.,Anatidae,2,2,0,0
1874,Avipoxvirus sp.,Aves,1,1,0,0
1875,Falcon aviadenovirus A,Falco rusticolus,1,1,0,0
1876,Orthobornavirus alphapsittaciforme,Poicephalus senegalus,6,6,0,0
1877,Orthobornavirus alphapsittaciforme,Myiopsitta monachus,3,3,0,0
1878,Orthobornavirus alphapsittaciforme,Pionites melanocephalus,1,1,0,0
1879,Orthobornavirus alphapsittaciforme,Cacatua galerita,13,13,0,0
1880,Orthobornavirus alphapsittaciforme,Amazona ochrocephala,2,2,0,0
1881,Orthobornavirus alphapsittaciforme,Poicephalus gulielmi,5,5,0,0
1882,Orthobornavirus alphapsittaciforme,Cacatua alba,18,18,0,0
1883,robinz virus RP_259,Petroica australis,1,1,0,1
1884,robinz virus RP_493,Petroica australis,1,1,0,1
1885,robinz virus RP_526,Petroica australis,1,1,0,1
1886,robinz virus RP_584,Petroica australis,1,1,0,1
1887,robinz virus RP_620,Petroica australis,1,1,0,1
1888,robinz virus RP_736,Petroica australis,1,1,0,1
1889,robinz virus RP_954,Petroica australis,1,1,0,1
1890,robinz virus RP_1123,Petroica australis,1,1,0,1
1891,robinz virus RP_1124,Petroica australis,1,1,0,1
1892,robinz virus RP_1170,Petroica australis,1,1,0,1
1893,robinz virus RP_99,Petroica australis,1,1,0,1
1894,robinz virus RP_369,Petroica australis,1,1,0,1
1895,robinz virus RP_380,Petroica australis,1,1,0,1
1896,robinz virus RP_384,Petroica australis,1,1,0,1
1897,robinz virus RP_385,Petroica australis,1,1,0,1
1898,robinz virus RP_393,Petroica australis,1,1,0,1
1899,robinz virus RP_116,Petroica australis,1,1,0,1
1900,robinz virus RP_199,Petroica australis,1,1,0,1
1901,robinz virus RP_326,Petroica australis,1,1,0,1
1902,robinz virus RP_377,Petroica australis,1,1,0,1
1903,robinz virus RP_390,Petroica australis,1,1,0,1
1904,robinz virus RP_212,Petroica australis,1,1,0,1
1905,robinz virus RP_258,Petroica australis,1,1,0,1
1906,robinz virus RP_382,Petroica australis,2,2,0,2
1907,robinz virus RP_389,Petroica australis,1,1,0,1
1908,robinz virus RP_244,Petroica australis,1,1,0,1
1909,robinz virus RP_327,Petroica australis,1,1,0,1
1910,robinz virus RP_334,Petroica australis,1,1,0,1
1911,robinz virus RP_340,Petroica australis,1,1,0,1
1912,robinz virus RP_386,Petroica australis,1,1,0,1
1913,robinz virus RP_404,Petroica australis,1,1,0,1
1914,robinz virus RP_428,Petroica australis,1,1,0,1
1915,robinz virus RP_429,Petroica australis,1,1,0,1
1916,robinz virus RP_513,Petroica australis,1,1,0,1
1917,Fowlpox virus,Bonasa umbellus,1,1,0,0
1918,Orthoflavivirus saumarezense,Chroicocephalus novaehollandiae,3,3,0,1
1919,Avian astrovirus,Corvus splendens,3,3,0,3
1920,Avian astrovirus,Spilopelia chinensis,3,3,0,3
1921,Avian astrovirus,Columbidae,2,2,0,1
1922,Orthoavulavirus sp.,Galliformes,1,1,0,0
1923,Alphainfluenzavirus influenzae,Anatidae sp.,8,8,0,0
1924,Pin virus,Acridotheres tristis,1,1,0,0
1925,Myna hepatovirus,Acridotheres tristis,1,1,0,0
1926,Myna chaphamaparvovirus,Acridotheres tristis,1,1,0,0
1927,Myna calicivirus,Acridotheres tristis,2,2,0,0
1928,Myna siadenovirus,Acridotheres tristis,1,1,0,0
1929,Myna aviadenovirus,Acridotheres tristis,2,2,0,0
1930,Orthoflavivirus usutuense,Turdus iliacus,3,3,0,0
1931,Chicken proventriculitis-associated circular virus 7,Gallus gallus,1,1,0,1
1932,Chicken proventriculitis-associated circular virus 8,Gallus gallus,1,1,0,1
1933,Chicken proventriculitis-associated circular virus 9,Gallus gallus,1,1,0,1
1934,Chicken proventriculitis-associated circular virus 10,Gallus gallus,1,1,0,1
1935,Chicken proventriculitis-associated circular virus 11,Gallus gallus,1,1,0,1
1936,Chicken proventriculitis-associated circular virus 12,Gallus gallus,1,1,0,1
1937,egret CRESS-DNA virus,Egretta garzetta,3,3,0,3
1938,crane CRESS-DNA virus,Grus japonensis,4,4,0,4
1939,crane CRESS-DNA virus,Grus grus,1,1,0,1
1940,crane CRESS-DNA virus,Grus monacha,2,2,0,2
1941,crane CRESS-DNA virus,Antigone vipio,1,1,0,1
1942,crane CRESS-DNA virus,Balearica pavonina,1,1,0,1
1943,finch CRESS-DNA virus,Emberiza spodocephala,1,1,0,1
1944,finch CRESS-DNA virus,Fringilla montifringilla,1,1,0,1
1945,finch CRESS-DNA virus,Zosterops erythropleurus,2,2,0,2
1946,finch CRESS-DNA virus,Periparus ater,1,1,0,1
1947,finch CRESS-DNA virus,Coccothraustes coccothraustes,1,1,0,1
1948,finch CRESS-DNA virus,Aegithalos caudatus,1,1,0,1
1949,finch CRESS-DNA virus,Cyanopica cyanus,3,3,0,3
1950,finch CRESS-DNA virus,Phylloscopus proregulus,1,1,0,1
1951,finch CRESS-DNA virus,Carpodacus roseus,1,1,0,1
1952,finch CRESS-DNA virus,Ficedula parva,3,3,0,3
1953,finch CRESS-DNA virus,Tarsiger cyanurus,2,2,0,2
1954,finch CRESS-DNA virus,Acanthis flammea,1,1,0,1
1955,finch CRESS-DNA virus,Larvivora sibilans,2,2,0,2
1956,finch CRESS-DNA virus,Carpodacus erythrinus,1,1,0,1
1957,finch CRESS-DNA virus,Turdus pallidus,1,1,0,1
1958,finch CRESS-DNA virus,Turdus hortulorum,1,1,0,1
1959,finch CRESS-DNA virus,Turdus naumanni,1,1,0,1
1960,finch CRESS-DNA virus,Poecile palustris,1,1,0,1
1961,finch CRESS-DNA virus,Emberiza chrysophrys,1,1,0,1
1962,finch CRESS-DNA virus,Emberiza rustica,1,1,0,1
1963,Dependoparvovirus anseriform1,Anser anser domesticus,13,13,0,4
1964,Orthoflavivirus usutuense,Turdus pilaris,3,3,0,1
1965,Orthoflavivirus usutuense,Alauda arvensis,3,3,0,0
1966,Orthoflavivirus usutuense,Aves,1,1,0,0
1967,Orthoflavivirus usutuense,Ciconia ciconia,1,1,0,0
1968,Passer montanus pegivirus,Passer montanus,1,1,0,1
1969,Leucosticte brandti pegivirus,Leucosticte brandti,1,1,0,1
1970,Montifringilla taczanowskii pegivirus,Onychostruthus taczanowskii,1,1,0,1
1971,Picobirnavirus sp.,Strigidae,2,2,0,0
1972,Picobirnavirus sp.,Chrysolophus pictus,3,3,0,0
1973,Picobirnavirus sp.,Syrmaticus ellioti,2,2,0,0
1974,Chicken proventriculitis-associated circular virus 1,Gallus gallus,1,1,0,1
1975,Chicken proventriculitis-associated circular virus 2,Gallus gallus,1,1,0,1
1976,Chicken proventriculitis-associated circular virus 3,Gallus gallus,1,1,0,1
1977,Chicken proventriculitis-associated circular virus 4,Gallus gallus,1,1,0,1
1978,Chicken proventriculitis-associated circular virus 5,Gallus gallus,1,1,0,1
1979,Chicken proventriculitis-associated circular virus 14,Gallus gallus,1,1,0,1
1980,Chicken proventriculitis-associated circular virus 15,Gallus gallus,1,1,0,1
1981,Chicken proventriculitis-associated circular virus 16,Gallus gallus,1,1,0,1
1982,Chicken proventriculitis-associated circular virus 18,Gallus gallus,1,1,0,1
1983,Chicken proventriculitis-associated circular virus 20,Gallus gallus,1,1,0,1
1984,Chicken proventriculitis-associated circular virus 22,Gallus gallus,1,1,0,1
1985,Chicken proventriculitis-associated circular virus 23,Gallus gallus,1,1,0,1
1986,Chicken proventriculitis-associated circular virus 24,Gallus gallus,1,1,0,1
1987,Chicken proventriculitis-associated circular virus 27,Gallus gallus,1,1,0,1
1988,Chicken proventriculitis-associated circular virus 17,Gallus gallus,1,1,0,1
1989,Chicken proventriculitis-associated circular virus 19,Gallus gallus,1,1,0,1
1990,Chicken proventriculitis-associated circular virus 21,Gallus gallus,1,1,0,1
1991,Chicken proventriculitis-associated circular virus 26,Gallus gallus,1,1,0,1
1992,Chicken proventriculitis-associated circular virus 28,Gallus gallus,1,1,0,1
1993,Chicken proventriculitis-associated circular virus 29,Gallus gallus,1,1,0,1
1994,Chicken proventriculitis-associated circular virus 30,Gallus gallus,1,1,0,1
1995,Alphainfluenzavirus influenzae,Corvus frugilegus,11,11,0,0
1996,Avastrovirus sp.,Aves,3,3,0,0
1997,Partitiviridae sp.,Aves,21,21,0,0
1998,Nodaviridae sp.,Aves,14,14,0,0
1999,Chuviridae sp.,Aves,2,2,0,0
2000,Totiviridae sp.,Aves,6,6,0,0
2001,Reoviridae sp.,Aves,2,2,0,0
2002,Luteoviridae sp.,Aves,4,4,0,0
2003,Picornaviridae sp.,Aves,4,4,0,0
2004,Sapelovirus sp.,Aves,1,1,0,0
2005,Tymoviridae sp. XZN137671,Aves,1,1,0,0
2006,Tibet bird virus 2,Aves,3,3,0,0
2007,Tibet bird virus 1,Aves,3,3,0,0
2008,Fowlpox virus,Aves,18,18,0,0
2009,Great tit siadenovirus A,Cyanistes caeruleus,1,1,0,0
