,Organism Name,Species,Host,Total Count,GenBank Count,RefSeq Count,Completed Count
10058,Influenza A virus (A/chicken/Jiangsu/J3285/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10059,Influenza A virus (A/chicken/Jiangsu/J3289/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10060,Influenza A virus (A/chicken/Jiangsu/J3290/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10061,Influenza A virus (A/chicken/Jiangsu/J3291/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10062,Influenza A virus (A/chicken/Jiangsu/J3294/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10063,Influenza A virus (A/chicken/Jiangsu/J3297/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10064,Influenza A virus (A/chicken/Jiangsu/J3298/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10065,Influenza A virus (A/chicken/Jiangsu/J3299/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10066,Influenza A virus (A/chicken/Jiangsu/J3363/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10067,Influenza A virus (A/chicken/Jiangsu/J3364/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10068,Influenza A virus (A/chicken/Jiangsu/J3366/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10069,Influenza A virus (A/chicken/Jiangsu/J3369/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10070,Influenza A virus (A/chicken/Jiangsu/J3370/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10071,Influenza A virus (A/chicken/Jiangsu/J3373/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10072,Influenza A virus (A/chicken/Jiangsu/J3383/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10073,Influenza A virus (A/chicken/Jiangsu/J3385/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10074,Influenza A virus (A/chicken/Jiangsu/J3387/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10075,Influenza A virus (A/chicken/Jiangsu/J3388/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10076,Influenza A virus (A/chicken/Jiangsu/J3389/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10077,Influenza A virus (A/chicken/Jiangsu/J3404/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10078,Influenza A virus (A/chicken/Jiangsu/J3405/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10079,Influenza A virus (A/chicken/Jiangsu/J3406/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10080,Influenza A virus (A/chicken/Jiangsu/J3407/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10081,Influenza A virus (A/chicken/Jiangsu/J3408/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10082,Influenza A virus (A/chicken/Jiangsu/J3410/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10083,Influenza A virus (A/chicken/Jiangsu/J3411/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10084,Influenza A virus (A/chicken/Jiangsu/J3412/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10085,Influenza A virus (A/chicken/Jiangsu/J3413/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10086,Influenza A virus (A/chicken/Jiangsu/J3415/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10087,Influenza A virus (A/chicken/Jiangsu/J3416/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10088,Influenza A virus (A/chicken/Jiangsu/J3417/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10089,Influenza A virus (A/chicken/Jiangsu/J3418/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10090,Influenza A virus (A/chicken/Jiangsu/J3419/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10091,Influenza A virus (A/chicken/Jiangsu/J3420/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10092,Influenza A virus (A/chicken/Jiangsu/J3486/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10093,Influenza A virus (A/chicken/Jiangsu/J3493/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10094,Influenza A virus (A/chicken/Jiangsu/J3496/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10095,Influenza A virus (A/chicken/Jiangsu/J3498/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10096,Influenza A virus (A/chicken/Jiangsu/J3500/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10097,Influenza A virus (A/chicken/Jiangsu/J3501/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10098,Influenza A virus (A/chicken/Jiangsu/J3503/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10099,Influenza A virus (A/chicken/Jiangsu/J3504/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10100,Influenza A virus (A/chicken/Jiangsu/J3505/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10101,Influenza A virus (A/chicken/Jiangsu/J3508/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10102,Influenza A virus (A/chicken/Jiangsu/J3509/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10103,Influenza A virus (A/chicken/Jiangsu/J3512/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10104,Influenza A virus (A/chicken/Jiangsu/J3514/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10105,Influenza A virus (A/chicken/Jiangsu/J3515/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10106,Influenza A virus (A/chicken/Jiangsu/J3516/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10107,Influenza A virus (A/chicken/Jiangsu/J3517/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10108,Influenza A virus (A/chicken/Jiangsu/J3518/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10109,Influenza A virus (A/chicken/Jiangsu/J3519/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10110,Influenza A virus (A/chicken/Jiangsu/J3520/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10111,Influenza A virus (A/chicken/Jiangsu/J3522/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10112,Influenza A virus (A/chicken/Jiangsu/J3524/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10113,Influenza A virus (A/chicken/Jiangsu/J3525/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10114,Influenza A virus (A/chicken/Jiangsu/J3526/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10115,Influenza A virus (A/chicken/Jiangsu/J3527/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10116,Influenza A virus (A/chicken/Jiangsu/J3528/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10117,Influenza A virus (A/chicken/Jiangsu/J3529/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10118,Influenza A virus (A/chicken/Jiangsu/J3530/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10119,Influenza A virus (A/chicken/Jiangsu/J3532/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10120,Influenza A virus (A/chicken/Jiangsu/J3533/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10121,Influenza A virus (A/chicken/Jiangsu/J3534/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10122,Influenza A virus (A/chicken/Jiangsu/J3536/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10123,Influenza A virus (A/chicken/Jiangsu/J3537/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10124,Influenza A virus (A/chicken/Jiangsu/J3538/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10125,Influenza A virus (A/chicken/Jiangsu/J3539/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10126,Influenza A virus (A/chicken/Jiangsu/J3540/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10127,Influenza A virus (A/chicken/Jiangsu/J3571/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10128,Influenza A virus (A/chicken/Jiangsu/J3572/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10129,Influenza A virus (A/chicken/Jiangsu/J3573/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10130,Influenza A virus (A/chicken/Jiangsu/J3574/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10131,Influenza A virus (A/chicken/Jiangsu/J3576/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10132,Influenza A virus (A/chicken/Jiangsu/J3577/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10133,Influenza A virus (A/chicken/Jiangsu/J3578/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10134,Influenza A virus (A/chicken/Jiangsu/J3579/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10135,Influenza A virus (A/chicken/Jiangsu/J3580/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10136,Influenza A virus (A/chicken/Jiangsu/J3581/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10137,Influenza A virus (A/chicken/Jiangsu/J3582/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10138,Influenza A virus (A/chicken/Jiangsu/J3583/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10139,Influenza A virus (A/chicken/Jiangsu/J3584/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10140,Influenza A virus (A/chicken/Jiangsu/J3585/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10141,Influenza A virus (A/chicken/Jiangsu/J3587/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10142,Influenza A virus (A/chicken/Jiangsu/J3588/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10143,Influenza A virus (A/chicken/Jiangsu/J3589/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10144,Influenza A virus (A/chicken/Jiangsu/J3590/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10145,Influenza A virus (A/chicken/Jiangsu/J3591/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10146,Influenza A virus (A/chicken/Jiangsu/J3592/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10147,Influenza A virus (A/chicken/Jiangsu/J3593/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10148,Influenza A virus (A/chicken/Jiangsu/J3594/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10149,Influenza A virus (A/chicken/Jiangsu/J3595/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10150,Influenza A virus (A/chicken/Jiangsu/J3596/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10151,Influenza A virus (A/chicken/Jiangsu/J3597/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10152,Influenza A virus (A/chicken/Jiangsu/J3598/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10153,Influenza A virus (A/chicken/Jiangsu/J3599/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10154,Influenza A virus (A/chicken/Jiangsu/J3600/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10155,Influenza A virus (A/chicken/Jiangsu/J3727/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10156,Influenza A virus (A/chicken/Jiangsu/J3728/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10157,Influenza A virus (A/chicken/Jiangsu/J3730/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10158,Influenza A virus (A/chicken/Jiangsu/J3750/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10159,Influenza A virus (A/chicken/Jiangsu/J3812/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10160,Influenza A virus (A/chicken/Jiangsu/J3818/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10161,Influenza A virus (A/chicken/Jiangsu/J3819/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10162,Influenza A virus (A/chicken/Jiangsu/J3820/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10163,Influenza A virus (A/chicken/Jiangsu/J3821/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10164,Influenza A virus (A/chicken/Jiangsu/J3822/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10165,Influenza A virus (A/chicken/Jiangsu/J3823/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10166,Influenza A virus (A/chicken/Jiangsu/J3824/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10167,Influenza A virus (A/chicken/Jiangsu/J3825/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10168,Influenza A virus (A/chicken/Jiangsu/J3827/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10169,Influenza A virus (A/chicken/Jiangsu/J3829/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10170,Influenza A virus (A/chicken/Jiangsu/J3830/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10171,Influenza A virus (A/chicken/Jiangsu/J3831/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10172,Influenza A virus (A/chicken/Jiangsu/J3833/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10173,Influenza A virus (A/chicken/Jiangsu/J3834/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10174,Influenza A virus (A/chicken/Jiangsu/J3836/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10175,Influenza A virus (A/chicken/Jiangsu/J3837/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10176,Influenza A virus (A/chicken/Jiangsu/J3838/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10177,Influenza A virus (A/chicken/Jiangsu/J3839/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10178,Influenza A virus (A/chicken/Jiangsu/J3840/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10179,Influenza A virus (A/chicken/Jiangsu/J3841/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10180,Influenza A virus (A/chicken/Jiangsu/J3842/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10181,Influenza A virus (A/chicken/Jiangsu/J3843/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10182,Influenza A virus (A/chicken/Jiangsu/J3844/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10183,Influenza A virus (A/chicken/Jiangsu/J3847/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10184,Influenza A virus (A/chicken/Jiangsu/J3848/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10185,Influenza A virus (A/chicken/Jiangsu/J3850/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10186,Influenza A virus (A/chicken/Jiangsu/J3861/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10187,Influenza A virus (A/chicken/Jiangsu/J3868/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10188,Influenza A virus (A/chicken/Jiangsu/J3869/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10189,Influenza A virus (A/chicken/Jiangsu/J3892/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10190,Influenza A virus (A/chicken/Jiangsu/J3894/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10191,Influenza A virus (A/chicken/Jiangsu/J3895/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10192,Influenza A virus (A/chicken/Jiangsu/J3897/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10193,Influenza A virus (A/chicken/Jiangsu/J3900/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10194,Influenza A virus (A/chicken/Shanghai/S3032/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10195,Influenza A virus (A/chicken/Shanghai/S3033/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10196,Influenza A virus (A/chicken/Shanghai/S3035/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10197,Influenza A virus (A/chicken/Shanghai/S3036/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10198,Influenza A virus (A/chicken/Shanghai/S3038/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10199,Influenza A virus (A/chicken/Shanghai/S3039/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10200,Influenza A virus (A/chicken/Shanghai/S3040/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10201,Influenza A virus (A/chicken/Shanghai/S3041/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10202,Influenza A virus (A/chicken/Shanghai/S3042/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10203,Influenza A virus (A/chicken/Shanghai/S3043/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10204,Influenza A virus (A/chicken/Shanghai/S3044/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10205,Influenza A virus (A/chicken/Shanghai/S3045/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10206,Influenza A virus (A/chicken/Shanghai/S3046/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10207,Influenza A virus (A/chicken/Shanghai/S3049/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10208,Influenza A virus (A/chicken/Shanghai/S3050/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10209,Influenza A virus (A/chicken/Shanghai/S3051/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10210,Influenza A virus (A/chicken/Shanghai/S3052/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10211,Influenza A virus (A/chicken/Shanghai/S3054/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10212,Influenza A virus (A/chicken/Shanghai/S3056/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10213,Influenza A virus (A/chicken/Shanghai/S3057/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10214,Influenza A virus (A/chicken/Shanghai/S3062/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10215,Influenza A virus (A/chicken/Shanghai/S3066/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10216,Influenza A virus (A/chicken/Shanghai/S3068/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10217,Influenza A virus (A/chicken/Shanghai/S3070/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10218,Influenza A virus (A/chicken/Shanghai/S3071/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10219,Influenza A virus (A/chicken/Shanghai/S3074/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10220,Influenza A virus (A/chicken/Shanghai/S3076/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10221,Influenza A virus (A/chicken/Shanghai/S3077/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10222,Influenza A virus (A/chicken/Shanghai/S3079/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10223,Influenza A virus (A/chicken/Shanghai/S3080/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10224,Influenza A virus (A/chicken/Shanghai/S3081/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10225,Influenza A virus (A/chicken/Shanghai/S3083/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10226,Influenza A virus (A/chicken/Shanghai/S3109/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10227,Influenza A virus (A/chicken/Shanghai/S3117/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10228,Influenza A virus (A/chicken/Shanghai/S3121/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10229,Influenza A virus (A/chicken/Shanghai/S3125/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10230,Influenza A virus (A/chicken/Shanghai/S3130/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10231,Influenza A virus (A/chicken/Shanghai/S3131/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10232,Influenza A virus (A/chicken/Shanghai/S3133/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10233,Influenza A virus (A/chicken/Shanghai/S3137/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10234,Influenza A virus (A/chicken/Shanghai/S3144/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10235,Influenza A virus (A/chicken/Shanghai/S3145/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10236,Influenza A virus (A/chicken/Shanghai/S3147/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10237,Influenza A virus (A/chicken/Shanghai/S3150/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10238,Influenza A virus (A/chicken/Shanghai/S3154/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10239,Influenza A virus (A/chicken/Shanghai/S3156/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10240,Influenza A virus (A/chicken/Shanghai/S3157/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10241,Influenza A virus (A/chicken/Shanghai/S3162/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10242,Influenza A virus (A/chicken/Shanghai/S3164/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10243,Influenza A virus (A/chicken/Shanghai/S3183/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10244,Influenza A virus (A/chicken/Shanghai/S3188/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10245,Influenza A virus (A/chicken/Shanghai/S3190/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
10246,Influenza A virus (A/chicken/Shanghai/S3191/2014(H9)),Alphainfluenzavirus influenzae,Gallus gallus,1,1,0,0
