Species,pathogenID,Host,hostID,Total Count,GenBank Count,RefSeq Count,Completed Count
Avian associated picorna-like virus 5,2936968,Turdus philomelos,127946,1,1,0,0
Avian associated picorna-like virus 6,2936969,Turdus merula,9187,1,1,0,0
Avian associated picorna-like virus 7,2936970,Prunella modularis,181117,1,1,0,0
Avian associated picorna-like virus 8,2936971,Turdus philomelos,127946,1,1,0,0
Avian associated picorna-like virus 9,2936972,Turdus philomelos,127946,1,1,0,0
Avian associated picorna-like virus 10,2936963,Turdus merula,9187,1,1,0,0
Avian associated picorna-like virus 11,2936964,Turdus merula,9187,1,1,0,0
Avian associated orbivirus 1,2936961,Zosterops lateralis,43581,1,1,0,0
Avian associated reo-like virus 1,2936973,Turdus merula,9187,1,1,0,0
Avian associated reo-like virus 2,2936974,Turdus merula,9187,1,1,0,0
Avian associated reo-like virus 3,2936975,Rhipidura fuliginosa,381039,1,1,0,0
Avian associated reo-like virus 4,2936976,Prunella modularis,181117,1,1,0,0
Avian associated reo-like virus 5,2936977,Petroica australis,256038,1,1,0,0
Avian associated reo-like virus 6,2936978,Petroica australis,256038,1,1,0,0
Chaphamaparvovirus galliform4,3052109,Gallus gallus,9031,1,1,0,1
Chaphamaparvovirus galliform5,3052110,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 6,2928886,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 7,2928887,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 8,2928888,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 9,2928889,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 10,2928878,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 11,2928879,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 12,2928880,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 13,2928881,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 14,2928882,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 15,2928883,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 16,2928884,Gallus gallus,9031,1,1,0,1
Galliform chaphamaparvovirus 17,2928885,Gallus gallus,9031,1,1,0,1
Avipoxvirus isolate Arizona,1294092,Zenaida macroura,47245,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Bubulcus ibis,110668,3,3,0,0
Cressdnaviricota sp.,2748378,Gallus gallus,9031,7,7,0,7
Orthobornavirus betapsittaciforme,1884878,Eclectus roratus,176024,7,7,0,2
tawny owl-associated circovirus,2945983,Strix aluco,111821,1,1,0,1
Pigeon-dominant Coronavirus,1649336,Columba livia,8932,9,9,0,0
Avian coronavirus,694014,Cairina moschata,8855,3,3,0,0
Avian coronavirus,694014,Anser cygnoides domesticus,8845,6,6,0,0
Avian coronavirus,694014,Coturnix coturnix,9091,8,8,0,0
Avian coronavirus,694014,Anser cygnoides,8845,2,2,0,0
Dependoparvovirus anseriform1,1511895,Cygnus olor,8869,1,1,0,0
Avon-Heathcote Estuary associated circular virus 25,1618249,Cygnus olor,8869,1,1,0,0
Gemycircularvirus geras1,2844445,Cygnus olor,8869,2,2,0,0
Goose calicivirus,1493858,Cygnus olor,8869,1,1,0,0
Ludopivirus A,2734539,Cygnus olor,8869,2,2,0,0
Avibirnavirus gumboroense,3048151,Cygnus olor,8869,2,2,0,0
Megrivirus A,2170004,Cygnus olor,8869,7,7,0,0
Mute swan feces associated avastrovius 1,2832253,Cygnus olor,8869,2,2,0,0
Mute swan feces associated avastrovius 2,2832254,Cygnus olor,8869,1,1,0,0
Mute swan feces associated aveparvovirus,2832255,Cygnus olor,8869,1,1,0,0
Mute swan feces associated avihepatovirus,2832257,Cygnus olor,8869,1,1,0,0
Mute swan feces associated calicivirus,2832256,Cygnus olor,8869,1,1,0,0
Mute swan feces associated chapparvovirus 1,2832239,Cygnus olor,8869,1,1,0,0
Mute swan feces associated chapparvovirus 2,2832240,Cygnus olor,8869,2,2,0,0
Mute swan feces associated chapparvovirus 3,2832241,Cygnus olor,8869,1,1,0,0
Mute swan feces associated chapparvovirus 4,2832242,Cygnus olor,8869,1,1,0,0
Mute swan feces associated chapparvovirus 5,2832243,Cygnus olor,8869,1,1,0,0
Mute swan feces associated chapparvovirus 6,2832244,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 1,2832259,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 2,2832268,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 3,2832269,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 4,2832270,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 5,2832271,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 6,2832272,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 7,2832273,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 8,2832274,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 9,2832275,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 10,2832260,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 11,2832261,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 12,2832262,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 13,2832263,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 14,2832264,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 15,2832265,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 16,2832266,Cygnus olor,8869,1,1,0,0
Mute swan feces associated circular virus 17,2832267,Cygnus olor,8869,1,1,0,0
Mute swan feces associated gammacoronavirus,2832252,Cygnus olor,8869,1,1,0,0
Mute swan feces associated gemycircularvirus 1,2832251,Cygnus olor,8869,1,1,0,0
Mute swan feces associated hepatovirus 1,2832211,Cygnus olor,8869,1,1,0,0
Mute swan feces associated hepatovirus 2,2832212,Cygnus olor,8869,1,1,0,0
Mute swan feces associated hepatovirus 3,2832213,Cygnus olor,8869,1,1,0,0
Mute swan feces associated hepatovirus 4,2832214,Cygnus olor,8869,1,1,0,0
Mute swan feces associated noda-like virus 1,2832173,Cygnus olor,8869,1,1,0,0
Mute swan feces associated noda-like virus 2,2832174,Cygnus olor,8869,1,1,0,0
Mute swan feces associated noda-like virus 3,2832175,Cygnus olor,8869,1,1,0,0
Mute swan feces associated noda-like virus 4,2832176,Cygnus olor,8869,1,1,0,0
Mute swan feces associated noda-like virus 5,2832177,Cygnus olor,8869,1,1,0,0
Mute swan feces associated noda-like virus 6,2832178,Cygnus olor,8869,1,1,0,0
Mute swan feces associated noda-like virus 7,2832179,Cygnus olor,8869,1,1,0,0
Mute swan feces associated noda-like virus 8,2832180,Cygnus olor,8869,1,1,0,0
Mute swan feces associated noda-like virus 9,2832181,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae A,2832153,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae B,2832154,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae C,2832155,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae D,2832156,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae E,2832157,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae F,2832158,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae G,2832159,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae H,2832160,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae I,2832161,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae J,2832162,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae K,2832163,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae L,2832164,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae M,2832165,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae N,2832166,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae O,2832167,Cygnus olor,8869,1,1,0,0
Mute swan feces associated partitiviridae 1,2832152,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picobirnavirus A,2832171,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picobirnavirus B,2832172,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picobirnavirus 1,2832168,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picobirnavirus 2,2832169,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picobirnavirus 3,2832170,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 1,2832182,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 2,2832193,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 3,2832204,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 4,2832205,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 5,2832206,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 6,2832207,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 7,2832208,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 8,2832209,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 9,2832210,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 10,2832183,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 11,2832184,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 12,2832185,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 13,2832186,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 14,2832187,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 15,2832188,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 16,2832189,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 17,2832190,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 18,2832191,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 19,2832192,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 20,2832194,Cygnus olor,8869,2,2,0,0
Mute swan feces associated picorna-like virus 21,2832195,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 22,2832196,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 23,2832197,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 24,2832198,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 25,2832199,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 26,2832200,Cygnus olor,8869,4,4,0,0
Mute swan feces associated picorna-like virus 27,2832201,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 28,2832202,Cygnus olor,8869,1,1,0,0
Mute swan feces associated picorna-like virus 29,2832203,Cygnus olor,8869,1,1,0,0
Mute swan feces associated sapelovirus 1,2832245,Cygnus olor,8869,2,2,0,0
Mute swan feces associated sapelovirus 2,2832246,Cygnus olor,8869,2,2,0,0
Mute swan feces associated sapelovirus 3,2832247,Cygnus olor,8869,2,2,0,0
Mute swan feces associated toti-like virus 1,2832222,Cygnus olor,8869,3,3,0,0
Mute swan feces associated toti-like virus 2,2832223,Cygnus olor,8869,1,1,0,0
Mute swan feces associated toti-like virus 3,2832224,Cygnus olor,8869,3,3,0,0
Alphainfluenzavirus influenzae,2955291,Larus glaucescens,119606,1528,1528,0,0
Phasianus chaphamaparvovirus,2944714,Phasianus colchicus,9054,1,1,0,0
Orthoavulavirus javaense,3051375,Spatula discors,75842,62,62,0,0
Orthoavulavirus javaense,3051375,Arenaria interpres,54971,24,24,0,0
Paraavulavirus hongkongense,3052593,Spatula discors,75842,1,1,0,0
Metaavulavirus hongkongense,3051372,Spatula discors,75842,5,5,0,1
Orthoavulavirus sp.,2809629,Arenaria interpres,54971,2,2,0,0
Metaavulavirus sp.,2809562,Anas platyrhynchos,8839,4,4,0,0
Metaavulavirus sp.,2809562,Spatula discors,75842,1,1,0,0
Metaavulavirus sp.,2809562,Arenaria interpres,54971,5,5,0,0
Picornavirales sp.,1955153,Passer montanus,9160,1,1,0,0
Picornavirales sp.,1955153,Phoenicopterus roseus,435638,2,2,0,0
Gyrovirus 3,2583049,Gallus gallus,9031,3,3,0,2
Alphainfluenzavirus influenzae,2955291,Struthio camelus,8801,355,355,0,1
Finchpox virus,2940294,Haemorhous mexicanus,30427,3,3,0,0
Finch poxvirus,2928837,Haemorhous mexicanus,30427,2,2,0,2
Orthoflavivirus bagazaense,3047385,Lophophorus impejanus,9040,5,5,0,1
Albatrosspox virus,2811222,Diomedea sanfordi,2811340,2,2,0,2
Metapneumovirus avis,3047384,Mareca penelope,8838,3,3,0,0
Duck adenovirus 4,2726020,Cairina moschata,8855,2,2,0,0
Avipoxvirus sp.,1928336,Pavo cristatus,9049,2,2,0,0
Dependoparvovirus sp.,2052559,Gallus gallus,9031,4,4,0,0
Orthoreovirus sp.,2558258,Gallus gallus,9031,61,61,0,0
Rotavirus sp.,10970,Gallus gallus,9031,26,26,0,0
Anativirus sp.,2809150,Gallus gallus,9031,27,27,0,0
Avastrovirus sp.,2809168,Gallus gallus,9031,18,18,0,0
Aveparvovirus sp.,2715213,Gallus gallus,9031,13,13,0,0
Caliciviridae sp.,1916234,Gallus gallus,9031,5,5,0,0
Gallivirus sp.,2809412,Gallus gallus,9031,5,5,0,0
Huchismacovirus sp.,2809473,Gallus gallus,9031,7,7,0,7
Sicinivirus sp.,1930506,Gallus gallus,9031,57,57,0,9
Megrivirus sp.,2809560,Gallus gallus,9031,27,27,0,0
Alphainfluenzavirus influenzae,2955291,Anser cygnoides,8845,48,48,0,8
Strix uralensis herpesvirus,2489503,Strix uralensis,36305,20,20,0,0
Aquila chrysaetos herpesvirus,2928392,Aquila chrysaetos,8962,1,1,0,0
Falco tinnunculus herpesvirus,2928397,Falco tinnunculus,100819,2,2,0,0
Asio otus herpesvirus,2489501,Asio otus,111810,6,6,0,0
Strix aluco herpesvirus,2928400,Strix aluco,111821,1,1,0,0
Larus argentatus herpesvirus,2928398,Larus argentatus,35669,1,1,0,0
Corvus monedula herpesvirus,2928396,Coloeus monedula,30423,1,1,0,0
Chloris chloris herpesvirus,2928394,Chloris chloris,37601,1,1,0,0
Passer domesticus herpesvirus,2928399,Passer domesticus,48849,1,1,0,0
Turdus merula herpesvirus,2717891,Turdus merula,9187,2,2,0,0
Columba palumbus herpesvirus,2928402,Columba palumbus,8934,1,1,0,0
Pheasant-associated gyrovirus,2926920,Phasianus colchicus,9054,1,1,0,1
Little bittern circovirus,2922909,Ixobrychus minutus,498209,1,1,0,1
European bee-eater circovirus,2922908,Merops apiaster,265611,1,1,0,1
Alphainfluenzavirus influenzae,2955291,Chroicocephalus novaehollandiae,2547444,16,16,0,0
Alphainfluenzavirus influenzae,2955291,Tadorna tadornoides,45638,41,41,0,0
Alphainfluenzavirus influenzae,2955291,Malacorhynchus membranaceus,45646,21,21,0,0
Alphainfluenzavirus influenzae,2955291,Dendrocygna eytoni,8875,8,8,0,0
Siadenovirus sp.,2671519,Gubernatrix cristata,555261,1,1,0,0
Avian orthoreovirus,38170,Myrmotherula longipennis,88188,1,1,0,0
Avian picobirnavirus,2919602,Guira guira,30392,2,2,0,0
Psittacine chaphamaparvovirus 2,2917163,Ninox boobook,507961,1,1,0,1
Falcon aviadenovirus A,692069,Falco sparverius,56350,1,1,0,1
Morbillivirus canis,3052342,Coturnix japonica,93934,2,2,0,0
Ciconiid herpesvirus 1,2605648,Ciconia boyciana,52775,1,1,0,0
Tern atadenovirus 1,2913659,Sterna hirundo,108405,1,1,0,1
Reticuloendotheliosis virus,11636,Meleagris gallopavo intermedia,109972,17,17,0,0
Lymphoproliferative disease virus,11961,Meleagris gallopavo intermedia,109972,10,10,0,0
Metaavulavirus hongkongense,3051372,Mareca penelope,8838,1,1,0,1
Orthoavulavirus javaense,3051375,Aythya ferina,219593,2,2,0,1
Orthoavulavirus javaense,3051375,Spatula clypeata,75838,4,4,0,2
Orthoavulavirus javaense,3051375,Larus schistisagus,119607,5,5,0,1
Orthoavulavirus javaense,3051375,Spatula querquedula,75856,3,3,0,2
Orthoavulavirus javaense,3051375,Fulica atra,9121,2,2,0,2
Orthoavulavirus javaense,3051375,Hydrocoloeus minutus,559175,1,1,0,1
Fowlpox virus,10261,Meleagris gallopavo intermedia,109972,1,1,0,0
Reticuloendotheliosis virus,11636,Tympanuchus cupido attwateri,115121,6,6,0,0
Alphainfluenzavirus influenzae,2955291,Larus crassirostris,179808,40,40,0,16
Alphainfluenzavirus influenzae,2955291,Fulica atra,9121,94,94,0,2
Alphainfluenzavirus influenzae,2955291,Larus fuscus,8915,139,139,0,0
Mardivirus anatidalpha1,3049524,Cairina moschata,8855,1,1,0,0
Orthoavulavirus javaense,3051375,Anser albifrons,50365,7,7,0,1
Orthoavulavirus javaense,3051375,Ichthyaetus melanocephalus,1288290,1,1,0,0
Orthoavulavirus javaense,3051375,Falco rusticolus,120794,1,1,0,0
Alphainfluenzavirus influenzae,2955291,Calidris minutilla,279935,92,92,0,0
Avihepevirus magniiecur,1678144,Anas platyrhynchos,8839,2,2,0,0
Owl adenovirus,2853431,Bubo bengalensis,126803,1,1,0,1
Picornavirales sp.,1955153,Emberiza elegans,160761,6,6,0,0
Picornavirales sp.,1955153,Grus japonensis,30415,1,1,0,0
Picornavirales sp.,1955153,Ficedula parva,126711,4,4,0,0
Picornavirales sp.,1955153,Turdus hortulorum,411519,3,3,0,0
Ghabrivirales sp.,2809433,Garrulus glandarius,56783,1,1,0,0
Partitiviridae sp.,1955170,Motacilla cinerea,56325,2,2,0,0
Durnavirales sp.,2809355,Motacilla cinerea,56325,1,1,0,0
Picornavirales sp.,1955153,Motacilla cinerea,56325,2,2,0,0
Picornavirales sp.,1955153,Phylloscopus inornatus,56436,5,5,0,0
Picornavirales sp.,1955153,Phylloscopus schwarzi,56429,3,3,0,0
Picornavirales sp.,1955153,Dendrocopos leucotos,81522,3,3,0,0
Partitiviridae sp.,1955170,Dryobates minor,1517834,1,1,0,0
Durnavirales sp.,2809355,Dryobates minor,1517834,1,1,0,0
Picornavirales sp.,1955153,Aegithalos caudatus,73327,10,10,0,0
Picornavirales sp.,1955153,Phylloscopus proregulus,56435,4,4,0,0
Partitiviridae sp.,1955170,Tarsiger cyanurus,1364862,2,2,0,0
Picornavirales sp.,1955153,Tarsiger cyanurus,1364862,14,14,0,0
Picornavirales sp.,1955153,Carpodacus roseus,175933,1,1,0,0
Picornavirales sp.,1955153,Spinus spinus,160760,1,1,0,0
Picornavirales sp.,1955153,Saxicola torquatus,230656,2,2,0,0
Pigeon-dominant Coronavirus,1649336,Gallus gallus,9031,10,10,0,0
Orthobornavirus avisaquaticae,1548722,Cygnus olor,8869,17,17,0,1
Orthobornavirus avisaquaticae,1548722,Cygnus cygnus,219595,1,1,0,0
Orthoflavivirus tembusu,3048360,Anser anser domesticus,8843,1,1,0,1
Orthoflavivirus nilense,3048448,Larus crassirostris,179808,2,2,0,2
Orthoflavivirus usutuense,3048443,Mergus squamatus,670348,1,1,0,1
Orthoflavivirus usutuense,3048443,Larus crassirostris,179808,2,2,0,2
Umatilla virus,40060,Cyanistes caeruleus,156563,10,10,0,0
Umatilla virus,40060,Parus major,9157,10,10,0,0
Umatilla virus,40060,Turdus merula,9187,10,10,0,0
Poicephalus senegalus papillomavirus,2876998,Poicephalus senegalus,176045,1,1,0,0
cormorant polyomavirus 1,2896467,Phalacrocorax carbo,9209,1,1,0,1
Falcon aviadenovirus A,692069,Falco rusticolus,120794,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Poicephalus senegalus,176045,6,6,0,0
Orthobornavirus alphapsittaciforme,1548713,Myiopsitta monachus,176066,3,3,0,0
Orthobornavirus alphapsittaciforme,1548713,Pionites melanocephalus,309866,1,1,0,0
Orthobornavirus alphapsittaciforme,1548713,Cacatua galerita,141274,13,13,0,0
Orthobornavirus alphapsittaciforme,1548713,Amazona ochrocephala,151761,2,2,0,0
Orthobornavirus alphapsittaciforme,1548713,Poicephalus gulielmi,241588,5,5,0,0
Orthobornavirus alphapsittaciforme,1548713,Cacatua alba,141836,18,18,0,0
robinz virus RP_259,2886397,Petroica australis,256038,1,1,0,1
robinz virus RP_493,2886398,Petroica australis,256038,1,1,0,1
robinz virus RP_526,2886399,Petroica australis,256038,1,1,0,1
robinz virus RP_584,2886400,Petroica australis,256038,1,1,0,1
robinz virus RP_620,2886401,Petroica australis,256038,1,1,0,1
robinz virus RP_736,2886402,Petroica australis,256038,1,1,0,1
robinz virus RP_954,2886403,Petroica australis,256038,1,1,0,1
robinz virus RP_1123,2886404,Petroica australis,256038,1,1,0,1
robinz virus RP_1124,2886405,Petroica australis,256038,1,1,0,1
robinz virus RP_1170,2886406,Petroica australis,256038,1,1,0,1
robinz virus RP_99,2886407,Petroica australis,256038,1,1,0,1
robinz virus RP_369,2886408,Petroica australis,256038,1,1,0,1
robinz virus RP_380,2886409,Petroica australis,256038,1,1,0,1
robinz virus RP_384,2886410,Petroica australis,256038,1,1,0,1
robinz virus RP_385,2886411,Petroica australis,256038,1,1,0,1
robinz virus RP_393,2886412,Petroica australis,256038,1,1,0,1
robinz virus RP_116,2886413,Petroica australis,256038,1,1,0,1
robinz virus RP_199,2886414,Petroica australis,256038,1,1,0,1
robinz virus RP_326,2886415,Petroica australis,256038,1,1,0,1
robinz virus RP_377,2886416,Petroica australis,256038,1,1,0,1
robinz virus RP_390,2886417,Petroica australis,256038,1,1,0,1
robinz virus RP_212,2886418,Petroica australis,256038,1,1,0,1
robinz virus RP_258,2886419,Petroica australis,256038,1,1,0,1
robinz virus RP_382,2886420,Petroica australis,256038,2,2,0,2
robinz virus RP_389,2886421,Petroica australis,256038,1,1,0,1
robinz virus RP_244,2886422,Petroica australis,256038,1,1,0,1
robinz virus RP_327,2886423,Petroica australis,256038,1,1,0,1
robinz virus RP_334,2886424,Petroica australis,256038,1,1,0,1
robinz virus RP_340,2886425,Petroica australis,256038,1,1,0,1
robinz virus RP_386,2886430,Petroica australis,256038,1,1,0,1
robinz virus RP_404,2886426,Petroica australis,256038,1,1,0,1
robinz virus RP_428,2886427,Petroica australis,256038,1,1,0,1
robinz virus RP_429,2886428,Petroica australis,256038,1,1,0,1
robinz virus RP_513,2886429,Petroica australis,256038,1,1,0,1
Fowlpox virus,10261,Bonasa umbellus,9000,1,1,0,0
Orthoflavivirus saumarezense,3048314,Chroicocephalus novaehollandiae,2547444,3,3,0,1
Avian astrovirus,1914440,Corvus splendens,701737,3,3,0,3
Myna hepatovirus,2880957,Acridotheres tristis,279927,1,1,0,0
Myna chaphamaparvovirus,2880956,Acridotheres tristis,279927,1,1,0,0
Myna calicivirus,2880955,Acridotheres tristis,279927,2,2,0,0
Myna siadenovirus,2880958,Acridotheres tristis,279927,1,1,0,0
Myna aviadenovirus,2880954,Acridotheres tristis,279927,2,2,0,0
