pathogen,pathogenID,eid2UpdatedVirusID,host,hostID,order,fromSequence,fromPublication,strongest evidence type,strongest evidence,included
feline immunodeficiency virus,3436558,3436558,panthera uncia,3443305,carnivora,1,1,sequence (EID2),isolation,1
feline immunodeficiency virus,3436558,3436558,prionailurus bengalensis,3455012,carnivora,0,1,antibodies,serelogy,1
feline immunodeficiency virus,3436558,3436558,puma concolor,3433725,carnivora,1,31,sequence (EID2),isolation,1
feline immunodeficiency virus,3436558,3436558,puma yagouaroundi,25996844,carnivora,1,2,sequence (EID2),isolation,1
feline leukemia virus,3436717,3436717,acinonyx jubatus,3448402,carnivora,0,1,PCR,PCR,1
feline leukemia virus,3436717,3436717,caracal caracal,3497574,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,felis catus,3433706,carnivora,1,502,sequence (EID2),isolation,1
feline leukemia virus,3436717,3436717,felis chaus,3497549,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,felis margarita,3497553,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,felis nigripes,3497555,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,felis silvestris,3433704,carnivora,0,1,PCR,PCR,1
feline leukemia virus,3436717,3436717,leopardus geoffroyi,3472029,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,leopardus guigna,3497563,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,leopardus pardalis,3448404,carnivora,1,6,sequence (EID2),isolation,1
feline leukemia virus,3436717,3436717,leopardus tigrinus,3472027,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,leopardus wiedii,3497557,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,lynx lynx,3438160,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,lynx rufus,3497561,carnivora,1,2,sequence (EID2),isolation,1
feline leukemia virus,3436717,3436717,otocolobus manul,3497602,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,panthera leo,3433712,carnivora,0,1,PCR,PCR,1
feline leukemia virus,3436717,3436717,panthera onca,3433714,carnivora,1,4,sequence (EID2),isolation,1
feline leukemia virus,3436717,3436717,panthera pardus,3433716,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,panthera tigris,3433721,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,prionailurus bengalensis,3455012,carnivora,0,1,isolation,isolation,1
feline leukemia virus,3436717,3436717,prionailurus iriomotensis,3455014,carnivora,0,1,antibodies,serelogy,1
feline leukemia virus,3436717,3436717,puma concolor,3433725,carnivora,1,10,sequence (EID2),isolation,1
feline leukemia virus,3436717,3436717,puma yagouaroundi,25996844,carnivora,1,4,sequence (EID2),isolation,1
feline mamastrovirus,26748073,26748073,felis catus,3433706,carnivora,1,0,sequence (EID2),isolation,1
feline morbillivirus,26745893,26745893,felis catus,3433706,carnivora,1,7,sequence (EID2),isolation,1
feline papillomavirus type 3,26748013,26748013,felis catus,3433706,carnivora,1,0,sequence (EID2),isolation,1
feline parvovirus,3435408,3435408,acinonyx jubatus,3448402,carnivora,1,2,sequence (EID2),isolation,1
feline parvovirus,3435408,3435408,caracal caracal,3497574,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,felis catus,3433706,carnivora,1,15,sequence (EID2),isolation,1
feline parvovirus,3435408,3435408,felis silvestris,3433704,carnivora,0,1,PCR,PCR,1
feline parvovirus,3435408,3435408,herpestes ichneumon,3433731,carnivora,1,0,sequence (EID2),isolation,1
feline parvovirus,3435408,3435408,leopardus pardalis,3448404,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,leopardus tigrinus,3472027,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,leopardus wiedii,3497557,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,lontra canadensis,3523533,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,lynx canadensis,3497559,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,lynx lynx,3438160,carnivora,0,1,PCR,PCR,1
feline parvovirus,3435408,3435408,panthera leo,3433712,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,panthera pardus,3433716,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,prionailurus bengalensis,3455012,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,procyon lotor,3433651,carnivora,0,1,antibodies,serelogy,1
feline parvovirus,3435408,3435408,puma concolor,3433725,carnivora,0,1,isolation,isolation,1
feline picobirnavirus,25871225,25871225,felis catus,3433706,carnivora,1,0,sequence (EID2),isolation,1
feline picornavirus,26747407,26747407,acinonyx jubatus,3448402,carnivora,0,1,Isolation,Isolation,1
feline picornavirus,26747407,26747407,felis catus,3433706,carnivora,1,1,sequence (EID2),isolation,1
feline pneumovirus,26747751,26747751,felis catus,3433706,carnivora,0,1,Isolation,Isolation,1
feline rotavirus,3435622,3435622,felis catus,3433706,carnivora,1,6,sequence (EID2),isolation,1
feline rotavirus viseu,26747775,26747775,felis catus,3433706,carnivora,1,0,sequence (EID2),isolation,1
feline sarcoid-associated papillomavirus,4040585,4040585,felis catus,3433706,carnivora,1,0,sequence (EID2),isolation,1
felis catus adenovirus,2067749,28989012,felis catus,3433706,carnivora,1,0,sequence (EID2),isolation,1
ferret badger calicivirus,27598650,27598650,melogale moschata,3674495,carnivora,1,0,sequence (EID2),isolation,1
ferret coronavirus,27512803,27512803,mustela putorius,3433676,carnivora,1,0,sequence (EID2),isolation,1
ferret kobuvirus,27758097,27758097,mustela putorius,3433676,carnivora,1,0,sequence (EID2),isolation,1
ferret papillomavirus,27758099,27758099,mustela putorius,3433676,carnivora,1,0,sequence (EID2),isolation,1
fikirini ledantevirus,27283494,29395160,hipposideros commersoni,3583810,chiroptera,1,0,sequence (EID2),isolation,1
fisher herpesvirus,24616158,24616158,martes pennanti,3523537,carnivora,1,0,sequence (EID2),isolation,1
florida manatee papillomavirus,3720567,3720567,trichechus manatus,3433876,sirenia,1,0,sequence (EID2),isolation,0
foot-and-mouth disease virus,3437188,3437188,aepyceros melampus,3434082,ruminantia,1,6,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,alcelaphus buselaphus,3494305,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,antilope cervicapra,3494319,ruminantia,1,0,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,bos frontalis,3445605,ruminantia,1,1,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,bos gaurus,3434096,ruminantia,0,1,Isolation,isolation,1
foot-and-mouth disease virus,3437188,3437188,bos grunniens,3445607,ruminantia,1,2,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,bos indicus,3434103,ruminantia,1,6,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,bos taurus,3434101,ruminantia,1,914,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,bubalus bubalis,3546118,ruminantia,1,8,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,camelus bactrianus,3433979,tylopoda,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,camelus dromedarius,3433981,tylopoda,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,capra aegagrus,3434113,ruminantia,0,1,Isolation,isolation,1
foot-and-mouth disease virus,3437188,3437188,capra hircus,3434115,ruminantia,1,83,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,connochaetes taurinus,3434119,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,elephas maximus,3433885,proboscidea,1,0,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,gazella bennettii,3510390,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,gazella subgutturosa,3494327,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,giraffa camelopardalis,3434076,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,hippotragus niger,3455278,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,homo sapiens,3433574,primates,0,1,Isolation,isolation,1
foot-and-mouth disease virus,3437188,3437188,kobus ellipsiprymnus,3434164,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,lama glama,3433989,tylopoda,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,lama pacos,3445626,tylopoda,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,loxodonta africana,3433889,proboscidea,0,1,Isolation,isolation,1
foot-and-mouth disease virus,3437188,3437188,loxodonta cyclotis,3564065,proboscidea,0,1,Isolation,isolation,1
foot-and-mouth disease virus,3437188,3437188,oryx leucoryx,3459038,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,ovis aries,3434136,ruminantia,1,207,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,ovis orientalis,3911138,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,phacochoerus aethiopicus,3539195,suina,1,1,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,potamochoerus porcus,3737205,suina,1,0,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,procapra gutturosa,3631434,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,sus scrofa,3433956,suina,1,682,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,syncerus caffer,3434174,ruminantia,1,37,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,tragelaphus oryx,3434142,ruminantia,0,1,antibodies,serelogy,1
foot-and-mouth disease virus,3437188,3437188,tragelaphus strepsiceros,3434144,ruminantia,1,0,sequence (EID2),isolation,1
foot-and-mouth disease virus,3437188,3437188,vicugna vicugna,3433987,tylopoda,0,1,antibodies,serelogy,1
fort sherman virus,3736782,29395330,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
fox adeno-associated virus,26747689,26747689,vulpes vulpes,3433604,carnivora,1,0,sequence (EID2),isolation,1
fox astrovirus,26747691,26747691,vulpes vulpes,3433604,carnivora,1,0,sequence (EID2),isolation,1
fox astrovirus f4,26747685,26747685,vulpes vulpes,3433604,carnivora,1,0,sequence (EID2),isolation,1
fox bocavirus,26747687,26747687,vulpes vulpes,3433604,carnivora,1,0,sequence (EID2),isolation,1
fox hepatitis e virus,26747695,26747695,vulpes vulpes,3433604,carnivora,1,0,sequence (EID2),isolation,1
fox kobuvirus,26747803,26747803,vulpes vulpes,3433604,carnivora,1,0,sequence (EID2),isolation,1
fox parvovirus,26747693,26747693,vulpes vulpes,3433604,carnivora,1,1,sequence (EID2),isolation,1
fox picobirnavirus,25871229,25871229,vulpes vulpes,3433604,carnivora,1,1,sequence (EID2),isolation,1
fusong orthohantavirus,3911294,29395110,microtus fortis,3566421,rodentia,1,0,sequence (EID2),isolation,1
gabek forest virus,4022312,29395332,acomys cahirinus,3434331,rodentia,1,0,sequence (EID2),isolation,1
gairo mammarenavirus,26302966,26302966,mastomys natalensis,3434397,rodentia,1,2,sequence (EID2),isolation,1
gallid alphaherpesvirus 2,3434862,3434862,sarcophilus harrisii,3433081,dasyuromorphia,1,0,sequence (EID2),isolation,1
gammaarterivirus lacdeh,3435821,29395394,mus caroli,3434364,rodentia,0,1,Isolation,Isolation,1
gammaarterivirus lacdeh,3435821,29395394,mus musculus,3434366,rodentia,1,27,sequence (EID2),isolation,1
gammapapillomavirus 1,3788782,3788782,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 10,26552659,26552659,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 11,26328584,26328584,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 12,26328586,26328586,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 13,26552661,26552661,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 14,26552663,26552663,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 15,26552665,26552665,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 16,26552667,26552667,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 17,26552669,26552669,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 18,26328588,26328588,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 2,3788783,3788783,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 20,26328592,26328592,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 21,27765035,29395358,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 22,27826466,28890586,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 24,27778539,28890588,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 25,27856566,28890590,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 27,27665302,29395360,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 5,3788786,3788786,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 6,26552671,26552671,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 7,26328594,26328594,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 8,26328596,26328596,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gammapapillomavirus 9,26552673,26552673,homo sapiens,3433574,primates,1,0,sequence (EID2),isolation,1
gannoruwa bat lyssavirus,26205306,26205306,pteropus giganteus,3618717,chiroptera,1,1,sequence (EID2),isolation,1
gbagroube virus,4242120,4242120,mus setulosus,3434388,rodentia,1,1,sequence (EID2),isolation,1
geelong paramyxovirus,27655255,27655255,pteropus poliocephalus,3433247,chiroptera,1,0,sequence (EID2),isolation,1
geoffroy's bat adenovirus 1,27589145,27589145,myotis emarginatus,3581331,chiroptera,1,0,sequence (EID2),isolation,1
geran virus,26531970,26531970,meriones libycus,3756631,rodentia,0,1,Isolation,Isolation,1
getah virus,3493921,3493921,equus caballus,3433909,perissodactyla,1,0,sequence (EID2),isolation,1
getah virus,3493921,3493921,homo sapiens,3433574,primates,0,1,Isolation,isolation,1
getah virus,3493921,3493921,sus scrofa,3433956,suina,1,21,sequence (EID2),isolation,1
giant panda anellovirus,2016460,28890872,ailuropoda melanoleuca,3433636,carnivora,1,1,sequence (EID2),isolation,1
giant panda circovirus 1,2016456,28992708,ailuropoda melanoleuca,3433636,carnivora,1,1,sequence (EID2),isolation,1
giant panda circovirus 2,2016457,28992710,ailuropoda melanoleuca,3433636,carnivora,1,1,sequence (EID2),isolation,1
giant panda circovirus 3,2016458,28992712,ailuropoda melanoleuca,3433636,carnivora,1,1,sequence (EID2),isolation,1
giant panda circovirus 4,2016459,28992714,ailuropoda melanoleuca,3433636,carnivora,1,1,sequence (EID2),isolation,1
gibbon ape leukemia virus,3436824,3436824,homo sapiens,3433574,primates,1,30,sequence (EID2),isolation,1
gibbon ape leukemia virus,3436824,3436824,lagothrix lagotricha,3433433,primates,1,0,sequence (EID2),isolation,1
goat associated cyclovirus 1,2050926,29394366,capra hircus,3434115,ruminantia,1,0,sequence (EID2),isolation,1
goat astrovirus,2461425,28992856,capra hircus,3434115,ruminantia,1,0,sequence (EID2),isolation,1
goat cardiovirus�,2478654,28992860,capra hircus,3434115,ruminantia,1,0,sequence (EID2),isolation,1
goat enterovirus,26745837,26745837,capra hircus,3434115,ruminantia,1,0,sequence (EID2),isolation,1
goatpox virus,3658383,3658383,capra hircus,3434115,ruminantia,1,11,sequence (EID2),isolation,1
goatpox virus,3658383,3658383,ovis aries,3434136,ruminantia,1,8,sequence (EID2),isolation,1
golden-headed lion tamarin adenovirus,2301504,28993026,leontopithecus chrysomelas,3490527,primates,0,1,isolation,isolation,1
gorilla anellovirus,26205600,26205600,gorilla gorilla,3433550,primates,0,1,Isolation,Isolation,1
gorilla beringei beringei adenovirus 7,26205544,26205544,gorilla beringei,3937198,primates,1,0,sequence (EID2),isolation,1
gorilla beringei beringei cytomegalovirus,26205614,26205614,gorilla beringei,3937198,primates,1,0,sequence (EID2),isolation,1
gorilla beringei beringei polyomavirus,26205606,26205606,gorilla beringei,3937198,primates,1,0,sequence (EID2),isolation,1
gorilla beringei beringei rhadinovirus 1,26205616,26205616,gorilla beringei,3937198,primates,1,0,sequence (EID2),isolation,1
gorilla beringei graueri adenovirus 8,26205546,26205546,gorilla beringei,3937198,primates,1,0,sequence (EID2),isolation,1
gorilla beringei graueri adenovirus 9,26205548,26205548,gorilla beringei,3937198,primates,1,0,sequence (EID2),isolation,1
gorilla beringei graueri polyomavirus,26205604,26205604,gorilla beringei,3937198,primates,1,0,sequence (EID2),isolation,1
gorilla gorilla adenovirus,1916696,28993336,gorilla gorilla,3433550,primates,1,0,sequence (EID2),isolation,1
gorilla gorilla adenovirus b23,26205610,26205610,gorilla gorilla,3433550,primates,1,0,sequence (EID2),isolation,1
gorilla gorilla beringei adenovirus 3,24643281,24643281,gorilla gorilla,3433550,primates,1,0,sequence (EID2),isolation,1
gorilla gorilla beringei adenovirus 4,24643282,24643282,gorilla gorilla,3433550,primates,1,0,sequence (EID2),isolation,1
gorilla gorilla beringei adenovirus 5,24643283,24643283,gorilla gorilla,3433550,primates,1,0,sequence (EID2),isolation,1
gorilla gorilla beringei adenovirus 6,24643284,24643284,gorilla gorilla,3433550,primates,1,0,sequence (EID2),isolation,1
gorilla gorilla gorilla adenovirus 1,24643285,24643285,gorilla gorilla,3433550,primates,1,0,sequence (EID2),isolation,1
gorilla gorilla gorilla adenovirus 2,24643286,24643286,gorilla gorilla,3433550,primates,1,0,sequence (EID2),isolation,1
