,Species,NCBI Taxon ID,Order,Family,Genus
1827,Rotavirus turkey/MN/D-000818/2008,661052,Reovirales,Sedoreoviridae,Rotavirus
1828,Rotavirus turkey/MN/D-004782/2008,661053,Reovirales,Sedoreoviridae,Rotavirus
1829,Rotavirus turkey/MN/D-005329/2008,661054,Reovirales,Sedoreoviridae,Rotavirus
1830,Rotavirus turkey/MN/D-005331/2008,661055,Reovirales,Sedoreoviridae,Rotavirus
1831,Rotavirus turkey/MN/D-016170/2008,661061,Reovirales,Sedoreoviridae,Rotavirus
1832,Rotavirus turkey/MN/D-016171/2008,661062,Reovirales,Sedoreoviridae,Rotavirus
1833,Rotavirus turkey/MN/D-022564/2008,661063,Reovirales,Sedoreoviridae,Rotavirus
1834,Rotavirus turkey/MN/D-022565/2008,661064,Reovirales,Sedoreoviridae,Rotavirus
1835,Rotavirus turkey/MN/D-047428/2008,661067,Reovirales,Sedoreoviridae,Rotavirus
1836,Rotavirus turkey/MN/D-048814/2008,661068,Reovirales,Sedoreoviridae,Rotavirus
1837,Rotavirus turkey/MN/D-055431/2008,661077,Reovirales,Sedoreoviridae,Rotavirus
1838,Rotavirus turkey/MN/D-055471/2008,661078,Reovirales,Sedoreoviridae,Rotavirus
1839,Avipoxvirus great tit/ER-2008/CZE,569164,Chitovirales,Poxviridae,Avipoxvirus
1840,Avian nephritis virus 3,640327,Stellavirales,Astroviridae,Avastrovirus
1841,Duck hepatitis virus AP,464094,Picornavirales,Picornaviridae,
1842,Coronavirus Anas/p71/2005/GBR,643397,Nidovirales,Coronaviridae,
1843,Coronavirus red knot/p60/2006/GBR,643398,Nidovirales,Coronaviridae,
1844,Coronavirus oystercatcher/p17/2006/GBR,643399,Nidovirales,Coronaviridae,
1845,Coronavirus Anas/p42/2005/GBR,643400,Nidovirales,Coronaviridae,
1846,Avian rotavirus turkey/Minnesota/B1001/2008,639242,Reovirales,Sedoreoviridae,Rotavirus
1847,Avian rotavirus turkey/Minnesota/B1002/2008,639243,Reovirales,Sedoreoviridae,Rotavirus
1848,Avian rotavirus turkey/Minnesota/B1003/2008,639244,Reovirales,Sedoreoviridae,Rotavirus
1849,Avian rotavirus turkey/Minnesota/B1004/2008,639245,Reovirales,Sedoreoviridae,Rotavirus
1850,Avian rotavirus turkey/Minnesota/B1006/2008,639246,Reovirales,Sedoreoviridae,Rotavirus
1851,Avian rotavirus turkey/Minnesota/B1009/2008,639247,Reovirales,Sedoreoviridae,Rotavirus
1852,Avian rotavirus turkey/Minnesota/B1010/2008,639248,Reovirales,Sedoreoviridae,Rotavirus
1853,Avian rotavirus turkey/Minnesota/B1012/2008,639249,Reovirales,Sedoreoviridae,Rotavirus
1854,Avian rotavirus turkey/Minnesota/B1013/2008,639250,Reovirales,Sedoreoviridae,Rotavirus
1855,Avian rotavirus turkey/Minnesota/B1014/2008,639251,Reovirales,Sedoreoviridae,Rotavirus
1856,Avian rotavirus turkey/Minnesota/B1015/2008,639252,Reovirales,Sedoreoviridae,Rotavirus
1857,Avian rotavirus turkey/Minnesota/B1016/2008,639253,Reovirales,Sedoreoviridae,Rotavirus
1858,Avian rotavirus turkey/Minnesota/B1017/2008,639254,Reovirales,Sedoreoviridae,Rotavirus
1859,Avian rotavirus turkey/Minnesota/B1019/2008,639255,Reovirales,Sedoreoviridae,Rotavirus
1860,Avian rotavirus turkey/Minnesota/B1020/2008,639256,Reovirales,Sedoreoviridae,Rotavirus
1861,Avian rotavirus turkey/Minnesota/B1021/2008,639257,Reovirales,Sedoreoviridae,Rotavirus
1862,Avian rotavirus turkey/Minnesota/B1023/2008,639258,Reovirales,Sedoreoviridae,Rotavirus
1863,Avian rotavirus turkey/Minnesota/B2004/2008,639259,Reovirales,Sedoreoviridae,Rotavirus
1864,Avian rotavirus turkey/Minnesota/B2031/2008,639260,Reovirales,Sedoreoviridae,Rotavirus
1865,Avian rotavirus turkey/Minnesota/B2032/2008,639261,Reovirales,Sedoreoviridae,Rotavirus
1866,Avian rotavirus turkey/Minnesota/B2036/2008,639262,Reovirales,Sedoreoviridae,Rotavirus
1867,Avian rotavirus turkey/Minnesota/B2039/2008,639263,Reovirales,Sedoreoviridae,Rotavirus
1868,Avian rotavirus turkey/Minnesota/B3003/2008,639264,Reovirales,Sedoreoviridae,Rotavirus
1869,Avian rotavirus turkey/Minnesota/B3004/2008,639265,Reovirales,Sedoreoviridae,Rotavirus
1870,Avian rotavirus turkey/Minnesota/B3005/2008,639266,Reovirales,Sedoreoviridae,Rotavirus
1871,Avian rotavirus turkey/Minnesota/B3006/2008,639267,Reovirales,Sedoreoviridae,Rotavirus
1872,Avian rotavirus turkey/Minnesota/B3007/2008,639268,Reovirales,Sedoreoviridae,Rotavirus
1873,Avian rotavirus turkey/Minnesota/B3025/2008,639269,Reovirales,Sedoreoviridae,Rotavirus
1874,Avian rotavirus turkey/Minnesota/B3029/2008,639270,Reovirales,Sedoreoviridae,Rotavirus
1875,Avian rotavirus turkey/Minnesota/B4021/2008,639271,Reovirales,Sedoreoviridae,Rotavirus
1876,Avian rotavirus turkey/Minnesota/B5006/2008,639272,Reovirales,Sedoreoviridae,Rotavirus
1877,Avian rotavirus turkey/Minnesota/B5009/2008,639273,Reovirales,Sedoreoviridae,Rotavirus
1878,Avian rotavirus turkey/Minnesota/B5015/2008,639274,Reovirales,Sedoreoviridae,Rotavirus
1879,Avian rotavirus turkey/Minnesota/B5018/2008,639275,Reovirales,Sedoreoviridae,Rotavirus
1880,Avian rotavirus turkey/Minnesota/B5019/2008,639276,Reovirales,Sedoreoviridae,Rotavirus
1881,Avian rotavirus turkey/Minnesota/B5020/2008,639277,Reovirales,Sedoreoviridae,Rotavirus
1882,Avian rotavirus turkey/Minnesota/B5022/2008,639278,Reovirales,Sedoreoviridae,Rotavirus
1883,Avian rotavirus turkey/Minnesota/B5023/2008,639279,Reovirales,Sedoreoviridae,Rotavirus
1884,Avian rotavirus turkey/Minnesota/B5024/2008,639280,Reovirales,Sedoreoviridae,Rotavirus
1885,Avian rotavirus turkey/Minnesota/B5035/2008,639281,Reovirales,Sedoreoviridae,Rotavirus
1886,Fowl adenovirus 12,172858,Rowavirales,Adenoviridae,Aviadenovirus
1887,Avipoxvirus wood pigeon/ER-2008/CZE,569163,Chitovirales,Poxviridae,Avipoxvirus
1888,Chicken astrovirus 2,544801,Stellavirales,Astroviridae,Avastrovirus
1889,Ostrich orthoreovirus Ost1,524890,Reovirales,Spinareoviridae,Orthoreovirus
1890,Avipoxvirus Berthelot's pipit/Porto Santo/V5PO/2006,565243,Chitovirales,Poxviridae,Avipoxvirus
1891,Avipoxvirus Berthelot's pipit/Tenerife/blue titpox/2006,565244,Chitovirales,Poxviridae,Avipoxvirus
1892,Avipoxvirus isolate 1739/2006,468376,Chitovirales,Poxviridae,Avipoxvirus
1893,Avipoxvirus isolate 2634/1998,468377,Chitovirales,Poxviridae,Avipoxvirus
1894,Avipoxvirus isolate PM9/2007,468380,Chitovirales,Poxviridae,Avipoxvirus
1895,Avipoxvirus isolate PM33/2007,468378,Chitovirales,Poxviridae,Avipoxvirus
1896,Avipoxvirus isolate PM34/2007,468379,Chitovirales,Poxviridae,Avipoxvirus
1897,Flamingopox virus,503979,Chitovirales,Poxviridae,Avipoxvirus
1898,Psittacine orthoreovirus AGPReo1983,489824,Reovirales,Spinareoviridae,Orthoreovirus
1899,Corvus corone cornix 2002 orthoreovirus,381199,Reovirales,Spinareoviridae,Orthoreovirus
1900,Avipoxvirus blackcap/CZE/2007,469620,Chitovirales,Poxviridae,Avipoxvirus
1901,Plum headed parakeet adenovirus 1,461346,Rowavirales,Adenoviridae,Siadenovirus
1902,Avipoxvirus PA153/05,408592,Chitovirales,Poxviridae,Avipoxvirus
1903,Avipoxvirus CVL,365620,Chitovirales,Poxviridae,Avipoxvirus
1904,Avipoxvirus isolate Vienna,405092,Chitovirales,Poxviridae,Avipoxvirus
1905,Quail coronavirus Italy/Elvia/2005,431320,Nidovirales,Coronaviridae,
1906,Chicken enteric coronavirus,229103,Nidovirales,Coronaviridae,
1907,Avipoxvirus Peekham,365621,Chitovirales,Poxviridae,Avipoxvirus
1908,Passerid herpesvirus 1,199702,Herpesvirales,Orthoherpesviridae,Iltovirus
1909,Parrot coronavirus AV71/99,352849,Nidovirales,Coronaviridae,
1910,Virginian WCV avipoxvirus,365612,Chitovirales,Poxviridae,Avipoxvirus
1911,Aplomado falcon AAV1,416277,Piccovirales,Parvoviridae,Dependoparvovirus
1912,Aplomado falcon AAV2,416278,Piccovirales,Parvoviridae,Dependoparvovirus
1913,Turkey astrovirus 3,298903,Stellavirales,Astroviridae,Avastrovirus
1914,Vulture herpesvirus,285986,Herpesvirales,Orthoherpesviridae,
1915,Avipoxvirus GB,365613,Chitovirales,Poxviridae,Avipoxvirus
1916,Avipoxvirus isolate DD1258,263954,Chitovirales,Poxviridae,Avipoxvirus
1917,Avipoxvirus isolate APIII,263959,Chitovirales,Poxviridae,Avipoxvirus
1918,Heron hepatitis B virus,28300,Blubervirales,Hepadnaviridae,Avihepadnavirus
1919,Hawaiian goose poxvirus,228177,Chitovirales,Poxviridae,Avipoxvirus
1920,Vultur gryphus poxvirus,227305,Chitovirales,Poxviridae,Avipoxvirus
1921,Lyssavirus australis,90961,Mononegavirales,Rhabdoviridae,Lyssavirus
1922,Orthobornavirus bornaense,1714619,Mononegavirales,Bornaviridae,Orthobornavirus
1923,Reovirus sp.,10891,Reovirales,,
1924,Avian endogenous virus,11945,Ortervirales,Retroviridae,Alpharetrovirus
1925,MLV-related retrovirus,53454,Ortervirales,Retroviridae,Gammaretrovirus
1926,Avian myeloblastosis-associated virus,11960,Ortervirales,Retroviridae,Alpharetrovirus
1927,IC4 retrovirus,36381,Ortervirales,Retroviridae,
1928,JDV virus,12521,,,
